SYSTEM;RELEASE;CLASS;WMC;DIT;NOC;CBO;RFC;LCOM;CA;CE;NPM;LCOM3;LOC;DAM;MOA;MFA;CAM;IC;CBM;AMC;key_class
ant;1.9.7;org.apache.tools.ant.listener.ProfileLogger;7.0;2.0;0.0;5.0;25.0;0.0;0.0;5.0;5.0;0.3333;190.0;1.0;0.0;0.75;0.6071;0.0;0.0;26.0;0.0
ant;1.9.7;org.apache.tools.ant.types.TarFileSet;21.0;6.0;1.0;11.0;43.0;126.0;3.0;8.0;15.0;0.7875;278.0;1.0;0.0;0.8723;0.1786;5.0;15.0;11.8571;0.0
ant;1.9.7;org.apache.tools.zip.ZipOutputStream$UnicodeExtraFieldPolicy;3.0;1.0;0.0;3.0;4.0;1.0;3.0;0.0;1.0;0.75;32.0;0.25;3.0;0.0;0.75;0.0;0.0;8.3333;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.comparators.Size;2.0;4.0;0.0;2.0;4.0;1.0;0.0;2.0;1.0;2.0;25.0;0.0;0.0;0.9714;0.75;1.0;1.0;11.5;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil;7.0;1.0;0.0;12.0;46.0;21.0;4.0;8.0;0.0;2.0;270.0;0.0;0.0;0.0;0.3095;0.0;0.0;37.5714;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask;7.0;3.0;0.0;7.0;28.0;0.0;0.0;7.0;6.0;0.6667;204.0;1.0;1.0;0.8605;0.3143;0.0;0.0;27.5714;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.PropertyHelperTask;6.0;3.0;0.0;7.0;24.0;11.0;1.0;7.0;5.0;0.6;157.0;1.0;1.0;0.881;0.4444;1.0;1.0;24.8333;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.ManifestTask$Mode;2.0;2.0;0.0;2.0;3.0;1.0;1.0;1.0;2.0;2.0;16.0;0.0;0.0;0.9;1.0;1.0;1.0;7.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.condition.Or;2.0;3.0;0.0;4.0;7.0;1.0;2.0;3.0;2.0;2.0;23.0;0.0;0.0;0.9697;1.0;0.0;0.0;10.5;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.condition.Os;13.0;1.0;0.0;25.0;23.0;68.0;23.0;2.0;12.0;0.9365;412.0;0.4286;0.0;0.0;0.7083;0.0;0.0;29.0769;0.0
ant;1.9.7;org.apache.tools.ant.types.selectors.BaseSelectorContainer;31.0;4.0;5.0;26.0;57.0;423.0;5.0;26.0;30.0;0.0333;264.0;1.0;0.0;0.5385;0.072;1.0;3.0;7.4839;0.0
ant;1.9.7;org.apache.tools.ant.loader.AntClassLoader2;1.0;3.0;0.0;1.0;2.0;0.0;0.0;1.0;1.0;2.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0
ant;1.9.7;org.apache.tools.ant.helper.ProjectHelper2$RootHandler;10.0;2.0;0.0;5.0;42.0;0.0;1.0;5.0;9.0;0.4815;239.0;1.0;2.0;0.6538;0.2333;0.0;0.0;22.6;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.ContentTransformingResource;9.0;0.0;1.0;8.0;26.0;36.0;2.0;7.0;4.0;1.125;137.0;1.0;0.0;0.0;0.2889;0.0;0.0;14.1111;0.0
ant;1.9.7;org.apache.tools.zip.CentralDirectoryParsingZipExtraField;1.0;1.0;0.0;6.0;1.0;0.0;5.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool;6.0;0.0;0.0;5.0;21.0;7.0;1.0;4.0;4.0;0.8667;100.0;1.0;0.0;0.0;0.4583;0.0;0.0;15.1667;0.0
ant;1.9.7;org.apache.tools.ant.loader.AntClassLoader5;1.0;3.0;0.0;3.0;2.0;0.0;0.0;3.0;1.0;2.0;8.0;0.0;0.0;1.0;1.0;0.0;0.0;7.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.DependSet$HideMissingBasedir;6.0;1.0;0.0;5.0;11.0;3.0;1.0;4.0;3.0;0.2;50.0;1.0;1.0;0.0;0.5;0.0;0.0;7.1667;0.0
ant;1.9.7;org.apache.tools.ant.types.selectors.AndSelector;3.0;5.0;0.0;7.0;14.0;3.0;6.0;2.0;3.0;2.0;49.0;0.0;0.0;0.9688;0.5556;1.0;1.0;15.3333;0.0
ant;1.9.7;org.apache.tools.ant.types.TarScanner;2.0;3.0;0.0;8.0;18.0;1.0;1.0;7.0;1.0;2.0;108.0;0.0;0.0;0.9877;0.625;1.0;3.0;53.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.email.UUMailer;2.0;3.0;0.0;3.0;15.0;1.0;0.0;3.0;0.0;2.0;57.0;0.0;0.0;0.9524;0.6667;1.0;1.0;27.5;0.0
ant;1.9.7;org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm;7.0;1.0;0.0;3.0;29.0;0.0;1.0;2.0;7.0;0.7222;228.0;1.0;0.0;0.0;0.4762;0.0;0.0;30.7143;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.ContentTransformingResource$1;2.0;1.0;0.0;2.0;5.0;0.0;1.0;2.0;1.0;0.0;26.0;0.0;2.0;0.0;0.6667;0.0;0.0;11.0;0.0
ant;1.9.7;org.apache.tools.ant.property.ParseProperties;7.0;1.0;0.0;7.0;28.0;11.0;3.0;4.0;5.0;0.5556;224.0;1.0;2.0;0.0;0.4048;0.0;0.0;30.5714;0.0
ant;1.9.7;org.apache.tools.ant.util.ClasspathUtils$Delegate;13.0;1.0;0.0;7.0;26.0;38.0;3.0;5.0;11.0;0.7083;132.0;1.0;2.0;0.0;0.2436;0.0;0.0;8.6923;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.GenerateKey;14.0;3.0;0.0;6.0;36.0;65.0;0.0;6.0;14.0;0.9103;396.0;1.0;1.0;0.74;0.5952;1.0;1.0;26.4286;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.rmic.ForkingSunRmic;3.0;2.0;1.0;12.0;23.0;3.0;2.0;10.0;2.0;1.5;80.0;0.0;0.0;0.8889;1.0;0.0;0.0;25.3333;0.0
ant;1.9.7;org.apache.tools.ant.util.SourceFileScanner;7.0;1.0;0.0;16.0;19.0;11.0;8.0;9.0;6.0;0.5556;140.0;1.0;2.0;0.0;0.5238;0.0;0.0;18.5714;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.ccm.CCMReconfigure;9.0;0.0;0.0;6.0;25.0;18.0;0.0;6.0;8.0;0.875;121.0;0.5;0.0;0.0;0.3611;0.0;0.0;11.7778;0.0
ant;1.9.7;org.apache.tools.ant.property.LocalPropertyStack;9.0;1.0;0.0;3.0;22.0;0.0;1.0;2.0;8.0;0.0;222.0;1.0;0.0;0.0;0.5278;0.0;0.0;23.4444;0.0
ant;1.9.7;org.apache.tools.ant.util.SymbolicLinkUtils$1;2.0;1.0;0.0;1.0;4.0;0.0;1.0;1.0;1.0;0.5;18.0;0.0;1.0;0.0;0.75;0.0;0.0;7.0;0.0
ant;1.9.7;org.apache.tools.ant.types.selectors.FileSelector;1.0;1.0;0.0;25.0;1.0;0.0;24.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
ant;1.9.7;org.apache.tools.ant.types.Substitution;4.0;3.0;0.0;5.0;7.0;0.0;3.0;2.0;4.0;0.8333;33.0;0.5;0.0;0.9091;0.5833;0.0;0.0;6.75;0.0
ant;1.9.7;org.apache.tools.ant.helper.IgnoreDependenciesExecutor;4.0;1.0;0.0;5.0;14.0;4.0;0.0;5.0;3.0;0.6667;68.0;1.0;1.0;0.0;0.5556;0.0;0.0;15.75;0.0
ant;1.9.7;org.apache.tools.ant.property.GetProperty;1.0;1.0;0.0;8.0;1.0;0.0;8.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.FixCRLF$CrLf;2.0;2.0;0.0;3.0;3.0;1.0;2.0;1.0;2.0;2.0;36.0;0.0;0.0;0.9;1.0;1.0;1.0;17.0;0.0
ant;1.9.7;org.apache.tools.ant.util.ConcatFileInputStream;9.0;2.0;0.0;4.0;20.0;10.0;1.0;3.0;6.0;0.7292;161.0;1.0;1.0;0.5294;0.2778;1.0;1.0;16.2222;0.0
ant;1.9.7;org.apache.tools.ant.types.LogLevel;5.0;2.0;2.0;3.0;8.0;8.0;2.0;1.0;3.0;0.9583;105.0;0.1667;5.0;0.8182;0.625;1.0;1.0;18.8;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool;33.0;0.0;0.0;15.0;132.0;434.0;2.0;14.0;23.0;0.9408;1242.0;0.9286;2.0;0.0;0.3281;0.0;0.0;35.7879;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs;36.0;3.0;0.0;13.0;113.0;528.0;0.0;13.0;32.0;0.9471;1027.0;1.0;0.0;0.5139;0.2222;2.0;2.0;26.9722;0.0
ant;1.9.7;org.apache.tools.ant.types.PropertySet$BuiltinPropertySetName;2.0;2.0;0.0;4.0;3.0;1.0;3.0;1.0;2.0;2.0;23.0;0.0;0.0;0.9;1.0;1.0;1.0;9.0;0.0
ant;1.9.7;org.apache.tools.ant.DefaultDefinitions;5.0;1.0;0.0;3.0;19.0;4.0;1.0;3.0;2.0;0.9375;114.0;1.0;1.0;0.0;0.6;0.0;0.0;21.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.War;11.0;6.0;0.0;6.0;34.0;39.0;0.0;6.0;7.0;0.9;191.0;1.0;1.0;0.9474;0.3;2.0;8.0;15.9091;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.EchoProperties$Tuple;5.0;1.0;0.0;2.0;7.0;2.0;1.0;1.0;1.0;0.375;36.0;1.0;0.0;0.0;0.36;0.0;0.0;5.8;0.0
ant;1.9.7;org.apache.tools.ant.IntrospectionHelper$Creator;6.0;1.0;0.0;8.0;20.0;0.0;3.0;6.0;4.0;0.52;176.0;1.0;2.0;0.0;0.3889;0.0;0.0;27.5;0.0
ant;1.9.7;org.apache.tools.ant.util.LineTokenizer;4.0;2.0;0.0;8.0;10.0;0.0;6.0;2.0;4.0;0.5833;126.0;1.0;0.0;0.75;0.5;0.0;0.0;29.5;0.0
ant;1.9.7;org.apache.tools.ant.filters.util.ChainReaderHelper;12.0;1.0;0.0;19.0;47.0;40.0;8.0;12.0;8.0;0.8364;382.0;0.4;1.0;0.0;0.2188;0.0;0.0;30.4167;0.0
ant;1.9.7;org.apache.tools.ant.util.UUEncoder;6.0;1.0;0.0;1.0;16.0;11.0;1.0;0.0;2.0;0.92;204.0;1.0;0.0;0.0;0.3611;0.0;0.0;32.1667;0.0
ant;1.9.7;org.apache.tools.ant.util.KeepAliveInputStream;3.0;3.0;0.0;2.0;4.0;3.0;2.0;0.0;3.0;2.0;13.0;0.0;0.0;0.9;0.5;1.0;1.0;3.3333;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.DefBase;14.0;4.0;3.0;11.0;29.0;85.0;3.0;8.0;11.0;0.5769;108.0;1.0;1.0;0.7593;0.3214;0.0;0.0;6.5714;0.0
ant;1.9.7;org.apache.tools.ant.types.AbstractFileSet;66.0;3.0;5.0;42.0;138.0;1527.0;11.0;31.0;63.0;0.7769;1193.0;1.0;2.0;0.3191;0.0545;2.0;6.0;16.9242;0.0
ant;1.9.7;org.apache.tools.ant.helper.ProjectHelper2;19.0;2.0;0.0;22.0;103.0;109.0;5.0;22.0;6.0;0.873;597.0;0.8571;5.0;0.5;0.1587;1.0;1.0;30.0526;1.0
ant;1.9.7;org.apache.tools.ant.types.PropertySet$1;5.0;1.0;0.0;6.0;11.0;4.0;1.0;6.0;4.0;0.4167;54.0;0.0;2.0;0.0;0.4;0.0;0.0;9.2;0.0
ant;1.9.7;org.apache.tools.ant.filters.FixCrLfFilter$MaskJavaTabLiteralsFilter;3.0;3.0;0.0;2.0;6.0;0.0;1.0;1.0;3.0;1.2222;125.0;1.0;0.0;0.9259;0.6667;1.0;2.0;37.6667;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.Length$FileMode;3.0;2.0;0.0;2.0;4.0;1.0;1.0;1.0;2.0;0.5;21.0;0.0;0.0;0.9;1.0;1.0;1.0;5.6667;0.0
ant;1.9.7;org.apache.tools.ant.util.TeeOutputStream;6.0;2.0;0.0;1.0;12.0;0.0;1.0;0.0;6.0;0.0;70.0;1.0;0.0;0.5;0.4583;1.0;1.0;10.3333;0.0
ant;1.9.7;org.apache.tools.ant.input.InputRequest;7.0;1.0;1.0;7.0;9.0;15.0;7.0;0.0;7.0;0.8333;42.0;1.0;0.0;0.0;0.7143;0.0;0.0;4.5714;0.0
ant;1.9.7;org.apache.tools.ant.types.mappers.FilterMapper;4.0;4.0;0.0;7.0;19.0;6.0;0.0;7.0;4.0;1.3333;75.0;1.0;0.0;0.9474;0.875;0.0;0.0;17.5;0.0
ant;1.9.7;org.apache.tools.ant.PropertyHelper$2;2.0;1.0;0.0;4.0;14.0;1.0;1.0;3.0;1.0;2.0;68.0;0.0;0.0;0.0;0.625;0.0;0.0;33.0;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.Sort;4.0;4.0;0.0;10.0;20.0;0.0;1.0;9.0;2.0;0.0;70.0;1.0;1.0;0.9333;0.4375;2.0;6.0;16.25;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler;11.0;2.0;3.0;11.0;38.0;7.0;9.0;2.0;10.0;0.9606;610.0;1.0;1.0;0.5833;0.2597;1.0;2.0;51.4545;0.0
ant;1.9.7;org.apache.tools.ant.PropertyHelper$1;2.0;1.0;0.0;3.0;9.0;0.0;1.0;3.0;1.0;0.5;38.0;1.0;0.0;0.0;0.6667;0.0;0.0;17.0;0.0
ant;1.9.7;org.apache.tools.ant.util.depend.AbstractAnalyzer;16.0;1.0;1.0;5.0;40.0;80.0;1.0;4.0;10.0;0.8583;259.0;0.875;2.0;0.0;0.2411;0.0;0.0;14.6875;0.0
ant;1.9.7;org.apache.tools.ant.PropertyHelper$4;2.0;1.0;0.0;3.0;8.0;0.0;1.0;3.0;1.0;0.5;31.0;1.0;0.0;0.0;0.6667;0.0;0.0;13.5;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.URLResource$1;2.0;1.0;0.0;2.0;5.0;0.0;1.0;2.0;1.0;0.0;14.0;0.0;1.0;0.0;0.6667;0.0;0.0;5.5;0.0
ant;1.9.7;org.apache.tools.ant.PropertyHelper$3;2.0;1.0;0.0;3.0;7.0;1.0;1.0;2.0;1.0;2.0;30.0;0.0;0.0;0.0;0.625;0.0;0.0;14.0;0.0
ant;1.9.7;org.apache.tools.ant.dispatch.DispatchUtils;2.0;1.0;0.0;6.0;22.0;1.0;3.0;4.0;2.0;2.0;278.0;0.0;0.0;0.0;0.5;0.0;0.0;138.0;0.0
ant;1.9.7;org.apache.tools.ant.helper.DefaultExecutor;4.0;1.0;0.0;4.0;8.0;4.0;0.0;4.0;3.0;0.6667;45.0;1.0;1.0;0.0;0.5556;0.0;0.0;10.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.condition.IsLastModified$1;3.0;1.0;0.0;2.0;5.0;1.0;1.0;2.0;2.0;0.75;22.0;0.0;1.0;0.0;0.5556;0.0;0.0;5.6667;0.0
ant;1.9.7;org.apache.tools.ant.types.Permissions$1;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.URLResource$2;2.0;1.0;0.0;2.0;5.0;0.0;1.0;2.0;1.0;0.0;15.0;0.0;1.0;0.0;0.6667;0.0;0.0;6.0;0.0
ant;1.9.7;org.apache.tools.ant.dispatch.DispatchTask;4.0;3.0;1.0;3.0;5.0;4.0;1.0;2.0;4.0;0.6667;17.0;1.0;0.0;0.925;0.625;0.0;0.0;3.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.FixCRLF$OneLiner;8.0;1.0;0.0;5.0;39.0;4.0;1.0;5.0;7.0;0.8673;334.0;0.9286;1.0;0.0;0.3438;0.0;0.0;39.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.Ant$TargetElement;3.0;1.0;0.0;3.0;4.0;1.0;3.0;0.0;3.0;0.5;14.0;1.0;0.0;0.0;0.6667;0.0;0.0;3.3333;0.0
ant;1.9.7;org.apache.tools.ant.types.Permissions$MySM;5.0;2.0;0.0;4.0;27.0;4.0;1.0;4.0;2.0;0.0;129.0;0.0;1.0;0.94;0.44;2.0;13.0;24.6;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.EchoProperties;14.0;3.0;0.0;10.0;91.0;63.0;1.0;10.0;9.0;0.9231;622.0;1.0;0.0;0.74;0.2222;1.0;1.0;42.6429;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.clearcase.CCUnlock;13.0;0.0;0.0;7.0;37.0;66.0;0.0;7.0;9.0;0.875;186.0;0.5;0.0;0.0;0.5128;0.0;0.0;13.0;0.0
ant;1.9.7;org.apache.tools.ant.types.XMLCatalog$ExternalResolver;4.0;1.0;0.0;7.0;34.0;0.0;1.0;7.0;3.0;0.1905;444.0;0.8571;1.0;0.0;0.45;0.0;0.0;108.25;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.PreSetDef;4.0;4.0;0.0;10.0;20.0;2.0;0.0;10.0;4.0;0.6667;114.0;1.0;1.0;0.9318;0.5;1.0;1.0;27.0;0.0
ant;1.9.7;org.apache.tools.ant.attribute.AttributeNamespace;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0
ant;1.9.7;org.apache.tools.ant.util.CollectionUtils;11.0;1.0;0.0;17.0;33.0;55.0;14.0;3.0;10.0;1.0;182.0;0.0;0.0;0.0;0.1571;1.0;1.0;15.4545;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool;11.0;0.0;1.0;8.0;27.0;21.0;2.0;7.0;9.0;0.7333;94.0;1.0;1.0;0.0;0.4;0.0;0.0;7.2727;0.0
ant;1.9.7;org.apache.tools.ant.types.Path$PathElement;7.0;1.0;0.0;9.0;13.0;0.0;6.0;4.0;7.0;0.5;58.0;0.5;1.0;0.0;0.3571;0.0;0.0;7.0;0.0
ant;1.9.7;org.apache.tools.ant.ComponentHelper;47.0;1.0;0.0;26.0;177.0;689.0;15.0;15.0;28.0;0.8785;1914.0;0.9412;2.0;0.0;0.1594;0.0;0.0;39.3617;1.0
ant;1.9.7;org.apache.tools.ant.filters.FixCrLfFilter$RemoveEofFilter;2.0;3.0;0.0;2.0;5.0;0.0;1.0;1.0;2.0;0.0;39.0;1.0;0.0;0.9615;0.75;1.0;1.0;18.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.condition.ResourcesMatch;4.0;1.0;0.0;6.0;18.0;0.0;0.0;6.0;4.0;0.3333;102.0;1.0;1.0;0.0;0.5;0.0;0.0;24.0;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.BZip2Resource;6.0;5.0;0.0;4.0;13.0;9.0;0.0;4.0;2.0;0.6;70.0;1.0;0.0;0.9615;0.4;1.0;2.0;10.5;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.Get$Base64Converter;1.0;2.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;2.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0
ant;1.9.7;org.apache.tools.ant.types.Commandline$Marker;6.0;1.0;0.0;3.0;11.0;1.0;2.0;2.0;5.0;0.72;90.0;0.8;1.0;0.0;0.4167;0.0;0.0;13.1667;0.0
ant;1.9.7;org.apache.tools.ant.filters.LineContains;10.0;5.0;0.0;6.0;29.0;0.0;1.0;5.0;7.0;0.6889;212.0;1.0;0.0;0.7778;0.3;2.0;5.0;19.7;0.0
ant;1.9.7;org.apache.tools.ant.util.StringUtils;11.0;1.0;0.0;38.0;41.0;55.0;37.0;1.0;9.0;1.0833;310.0;0.8333;0.0;0.0;0.24;0.0;0.0;26.6364;0.0
ant;1.9.7;org.apache.tools.ant.RuntimeConfigurable$AttributeComponentInformation;4.0;1.0;0.0;2.0;5.0;2.0;1.0;1.0;2.0;0.3333;26.0;0.0;0.0;0.0;0.5625;0.0;0.0;5.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.PropertyFile$Entry$Operation;3.0;2.0;0.0;2.0;5.0;3.0;1.0;1.0;3.0;1.5;49.0;0.0;0.0;0.8182;0.5;1.0;1.0;14.0;0.0
ant;1.9.7;org.apache.tools.ant.UnknownElement;31.0;3.0;0.0;33.0;123.0;283.0;25.0;15.0;19.0;0.75;944.0;1.0;0.0;0.5522;0.2079;1.0;5.0;29.2581;1.0
ant;1.9.7;org.apache.tools.ant.taskdefs.rmic.SunRmic;3.0;2.0;0.0;8.0;21.0;3.0;1.0;7.0;2.0;1.5;127.0;0.0;0.0;0.8889;0.6667;1.0;2.0;39.6667;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.SQLExec$DelimiterType;2.0;2.0;0.0;2.0;3.0;1.0;1.0;1.0;2.0;2.0;18.0;0.0;0.0;0.9;1.0;1.0;1.0;7.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.SchemaValidate$SchemaLocation;14.0;1.0;0.0;3.0;36.0;13.0;1.0;2.0;13.0;0.8654;329.0;0.375;0.0;0.0;0.3393;1.0;1.0;21.9286;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.PropertyResource$1;2.0;2.0;0.0;1.0;3.0;1.0;1.0;0.0;1.0;2.0;7.0;0.0;0.0;0.9;1.0;1.0;1.0;2.5;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.selectors.Type$FileDir;4.0;2.0;0.0;2.0;6.0;4.0;1.0;1.0;3.0;0.6667;32.0;1.0;0.0;0.9;0.6667;1.0;1.0;6.75;0.0
ant;1.9.7;org.apache.tools.ant.filters.ChainableReader;1.0;1.0;0.0;25.0;1.0;0.0;25.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
ant;1.9.7;org.apache.tools.ant.util.regexp.RegexpFactory;4.0;2.0;0.0;7.0;10.0;6.0;1.0;6.0;3.0;2.0;40.0;0.0;0.0;0.7;0.5;0.0;0.0;9.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.Available;23.0;3.0;0.0;13.0;78.0;185.0;1.0;12.0;18.0;0.8701;873.0;1.0;5.0;0.6379;0.2216;2.0;2.0;36.3478;0.0
ant;1.9.7;org.apache.tools.ant.types.Path;38.0;3.0;0.0;119.0;125.0;585.0;107.0;14.0;29.0;0.773;1138.0;0.6;3.0;0.4615;0.1236;2.0;6.0;28.8158;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.AntStructure$DTDPrinter;10.0;1.0;0.0;6.0;49.0;39.0;1.0;6.0;6.0;1.0;665.0;1.0;0.0;0.0;0.2667;0.0;0.0;65.1;0.0
ant;1.9.7;org.apache.tools.ant.util.IdentityStack;9.0;5.0;0.0;1.0;25.0;36.0;1.0;0.0;9.0;1.125;128.0;1.0;0.0;0.9307;0.4;2.0;7.0;13.1111;0.0
ant;1.9.7;org.apache.tools.zip.ExtraFieldUtils$UnparseableExtraField;3.0;1.0;0.0;2.0;4.0;1.0;2.0;0.0;1.0;1.0714;35.0;0.1429;3.0;0.0;0.75;0.0;0.0;8.3333;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.MappedResource;7.0;0.0;0.0;8.0;24.0;15.0;2.0;6.0;7.0;0.1667;120.0;1.0;1.0;0.0;0.2857;0.0;0.0;16.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.extension.DeweyDecimal;2.0;2.0;0.0;1.0;4.0;1.0;0.0;1.0;2.0;2.0;10.0;0.0;0.0;1.0;0.6667;0.0;0.0;4.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.extension.Compatibility;2.0;1.0;0.0;2.0;3.0;0.0;2.0;0.0;1.0;0.0;12.0;1.0;0.0;0.0;0.75;0.0;0.0;4.5;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc$EjbInfo;34.0;1.0;0.0;4.0;65.0;391.0;2.0;3.0;29.0;0.8127;1098.0;0.9091;5.0;0.0;0.2395;0.0;0.0;30.9706;0.0
ant;1.9.7;org.apache.tools.ant.helper.ProjectHelperImpl$ProjectHandler;4.0;3.0;0.0;8.0;33.0;0.0;1.0;7.0;3.0;2.0;211.0;0.0;0.0;0.85;0.6;1.0;1.0;51.75;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.condition.ResourceContains;10.0;1.0;0.0;7.0;33.0;17.0;0.0;7.0;8.0;0.6889;228.0;1.0;2.0;0.0;0.375;0.0;0.0;21.3;0.0
ant;1.9.7;org.apache.tools.ant.TaskContainer;1.0;1.0;0.0;15.0;1.0;0.0;14.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
ant;1.9.7;org.apache.tools.ant.IntrospectionHelper$CreateNestedCreator;2.0;2.0;0.0;3.0;5.0;1.0;1.0;2.0;0.0;2.0;13.0;0.0;0.0;0.8571;0.625;0.0;0.0;5.5;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.Touchable;1.0;1.0;0.0;4.0;1.0;0.0;4.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.condition.Equals;11.0;1.0;0.0;3.0;18.0;35.0;1.0;2.0;9.0;0.7571;209.0;1.0;0.0;0.0;0.4545;0.0;0.0;17.3636;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.optional.extension.LibFileSet;7.0;5.0;0.0;3.0;8.0;15.0;2.0;1.0;4.0;0.8333;34.0;1.0;0.0;0.9388;0.4762;0.0;0.0;3.4286;0.0
ant;1.9.7;org.apache.tools.ant.listener.MailLogger$1;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ant;1.9.7;org.apache.tools.ant.types.resources.Tokens;5.0;4.0;0.0;11.0;30.0;2.0;0.0;11.0;3.0;0.625;159.0;1.0;1.0;0.913;0.36;2.0;6.0;30.4;0.0
ant;1.9.7;org.apache.tools.ant.FileScanner;14.0;1.0;0.0;5.0;14.0;91.0;5.0;0.0;14.0;2.0;14.0;0.0;0.0;0.0;0.2714;0.0;0.0;0.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.condition.HasMethod;12.0;2.0;0.0;7.0;39.0;42.0;0.0;7.0;9.0;0.803;294.0;1.0;2.0;0.45;0.2917;0.0;0.0;23.0;0.0
ant;1.9.7;org.apache.tools.ant.taskdefs.Cvs;1.0;4.0;0.0;1.0;2.0;0.0;0.0;1.0;1.0;2.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0
ant;1.9.7;org.apache.tools.ant.util.UnPackageNameMapper;2.0;2.0;0.0;1.0;6.0;1.0;0.0;1.0;1.0;2.0;20.0;0.0;0.0;0.875;0.75;1.0;1.0;9.0;0.0
