SYSTEM;RELEASE;CLASS;WMC;DIT;NOC;CBO;RFC;LCOM;CA;CE;NPM;LCOM3;LOC;DAM;MOA;MFA;CAM;IC;CBM;AMC;key_class
tomcat;9.0.0.M10;org.apache.catalina.ant.jmx.JMXAccessorUnregisterTask;3.0;0.0;0.0;2.0;13.0;3.0;0.0;2.0;2.0;2.0;43.0;0.0;0.0;0.0;0.6667;0.0;0.0;13.3333;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.ThreaddumpTask;2.0;0.0;0.0;2.0;5.0;1.0;0.0;2.0;2.0;2.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;4.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.jmx.JMXAccessorSetTask;12.0;0.0;0.0;2.0;24.0;32.0;0.0;2.0;10.0;0.7273;158.0;1.0;0.0;0.0;0.4375;0.0;0.0;11.8333;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.jmx.JMXAccessorConditionBase;21.0;2.0;2.0;6.0;27.0;148.0;2.0;4.0;19.0;0.8333;153.0;1.0;0.0;0.3103;0.7143;0.0;0.0;5.8571;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.ResourcesTask;4.0;0.0;0.0;2.0;13.0;0.0;0.0;2.0;4.0;0.0;56.0;1.0;0.0;0.0;0.625;0.0;0.0;12.75;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.AbstractCatalinaTask;14.0;0.0;12.0;15.0;54.0;27.0;12.0;3.0;14.0;0.7436;426.0;1.0;0.0;0.0;0.3286;0.0;0.0;29.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.VminfoTask;2.0;0.0;0.0;2.0;5.0;1.0;0.0;2.0;2.0;2.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;4.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.JKStatusUpdateTask;30.0;0.0;0.0;2.0;43.0;283.0;0.0;2.0;28.0;0.8571;490.0;1.0;0.0;0.0;0.2867;0.0;0.0;14.8667;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.jmx.JMXAccessorCondition;12.0;0.0;0.0;3.0;23.0;32.0;0.0;3.0;10.0;0.7273;279.0;1.0;0.0;0.0;0.6667;0.0;0.0;21.9167;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.jmx.JMXAccessorTask;41.0;0.0;6.0;10.0;98.0;726.0;7.0;3.0;34.0;0.9297;1049.0;0.875;0.0;0.0;0.2642;0.0;0.0;24.1951;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.StartTask;2.0;0.0;0.0;2.0;7.0;1.0;0.0;2.0;2.0;2.0;14.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.ValidatorTask;4.0;0.0;0.0;6.0;33.0;0.0;0.0;6.0;4.0;0.0;161.0;1.0;0.0;0.0;0.625;0.0;0.0;39.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.ListTask;2.0;0.0;0.0;2.0;5.0;1.0;0.0;2.0;2.0;2.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;4.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.SslConnectorCiphersTask;2.0;0.0;0.0;2.0;5.0;1.0;0.0;2.0;2.0;2.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;4.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.jmx.JMXAccessorCreateTask;10.0;0.0;0.0;3.0;32.0;7.0;0.0;3.0;9.0;0.5926;243.0;1.0;0.0;0.0;0.34;0.0;0.0;23.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.BaseRedirectorHelperTask;20.0;3.0;3.0;7.0;43.0;0.0;3.0;4.0;12.0;0.5684;309.0;0.8;0.0;0.6607;0.3;1.0;3.0;13.95;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.ServerinfoTask;2.0;0.0;0.0;2.0;5.0;1.0;0.0;2.0;2.0;2.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;4.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.jmx.Arg;5.0;1.0;0.0;2.0;6.0;6.0;2.0;0.0;5.0;0.75;24.0;1.0;0.0;0.0;0.7;0.0;0.0;3.4;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.StopTask;2.0;0.0;0.0;2.0;7.0;1.0;0.0;2.0;2.0;2.0;14.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.JMXQueryTask;4.0;0.0;0.0;2.0;14.0;0.0;0.0;2.0;4.0;0.0;75.0;1.0;0.0;0.0;0.625;0.0;0.0;17.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.AbstractCatalinaCommandTask;6.0;0.0;6.0;8.0;13.0;0.0;6.0;2.0;6.0;0.4;91.0;1.0;0.0;0.0;0.75;0.0;0.0;13.8333;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.UndeployTask;2.0;0.0;0.0;2.0;7.0;1.0;0.0;2.0;2.0;2.0;14.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.ReloadTask;2.0;0.0;0.0;2.0;7.0;1.0;0.0;2.0;2.0;2.0;14.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.FindLeaksTask;4.0;0.0;0.0;2.0;11.0;0.0;0.0;2.0;4.0;0.0;33.0;1.0;0.0;0.0;0.625;0.0;0.0;7.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ant.SessionsTask;5.0;0.0;0.0;2.0;11.0;0.0;0.0;2.0;5.0;0.0;49.0;1.0;0.0;0.0;0.7;0.0;0.0;8.6;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.tcp.SendMessageData;4.0;1.0;0.0;2.0;5.0;0.0;1.0;1.0;4.0;0.6667;28.0;1.0;0.0;0.0;0.4375;0.0;0.0;5.25;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.session.DeltaManager;86.0;0.0;0.0;24.0;205.0;2719.0;3.0;22.0;57.0;0.9193;2946.0;0.9714;0.0;0.0;0.1339;0.0;0.0;32.8488;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.context.ReplicatedContext$MultiEnumeration;3.0;1.0;0.0;1.0;6.0;0.0;1.0;0.0;3.0;0.0;52.0;1.0;0.0;0.0;0.6667;0.0;0.0;16.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.session.ClusterSessionListener;4.0;0.0;0.0;11.0;29.0;4.0;1.0;10.0;3.0;0.6667;123.0;1.0;0.0;0.0;0.8333;0.0;0.0;29.25;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.ClusterSession;2.0;1.0;0.0;3.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.session.SessionMessageImpl;11.0;0.0;0.0;4.0;15.0;33.0;2.0;2.0;10.0;0.8;131.0;1.0;0.0;0.0;0.3273;0.0;0.0;10.1818;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.ClusterMessage;5.0;1.0;0.0;14.0;5.0;10.0;13.0;1.0;5.0;2.0;5.0;0.0;0.0;0.0;0.4667;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.ClusterMessageBase;5.0;1.0;2.0;4.0;6.0;6.0;2.0;2.0;5.0;0.9167;25.0;1.0;0.0;0.0;0.4667;0.0;0.0;3.4;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.tcp.Constants;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.session.ClusterManagerBase;17.0;0.0;2.0;17.0;63.0;100.0;3.0;15.0;13.0;0.825;296.0;1.0;2.0;0.0;0.1838;0.0;0.0;16.1176;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.backend.Sender;2.0;1.0;0.0;3.0;2.0;1.0;3.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.6667;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.ClusterManager;11.0;1.0;0.0;12.0;11.0;55.0;8.0;4.0;11.0;2.0;11.0;0.0;0.0;0.0;0.2727;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.session.JvmRouteBinderValve;18.0;0.0;0.0;19.0;57.0;59.0;1.0;18.0;9.0;0.6667;455.0;0.8333;1.0;0.0;0.2689;0.0;0.0;23.9444;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.ClusterListener;10.0;1.0;2.0;9.0;21.0;37.0;4.0;6.0;9.0;0.8333;85.0;1.0;1.0;0.0;0.3148;1.0;1.0;7.3;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.CatalinaCluster;16.0;1.0;0.0;21.0;16.0;120.0;15.0;8.0;16.0;2.0;16.0;0.0;0.0;0.0;0.1875;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.session.SessionMessage;5.0;1.0;0.0;5.0;5.0;10.0;4.0;1.0;5.0;1.25;14.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.deploy.WarWatcher$WarFilter;2.0;1.0;0.0;1.0;4.0;1.0;1.0;0.0;1.0;2.0;13.0;0.0;0.0;0.0;0.6667;0.0;0.0;5.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.ClusterValve;2.0;1.0;0.0;6.0;2.0;1.0;4.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.session.DeltaRequest;21.0;1.0;0.0;8.0;87.0;102.0;2.0;7.0;18.0;0.8316;643.0;0.2632;0.0;0.0;0.195;0.0;0.0;28.7143;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.session.DeltaSession;58.0;0.0;0.0;20.0;157.0;1429.0;5.0;18.0;51.0;0.7669;1338.0;0.8571;1.0;0.0;0.1353;0.0;0.0;21.9483;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.authenticator.ClusterSingleSignOn;16.0;0.0;0.0;15.0;40.0;64.0;0.0;15.0;10.0;0.8133;199.0;1.0;1.0;0.0;0.1852;0.0;0.0;11.125;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.backend.TcpSender;5.0;1.0;0.0;5.0;51.0;0.0;1.0;5.0;3.0;0.4167;531.0;0.8333;2.0;0.0;0.4375;0.0;0.0;104.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.backend.HeartbeatListener;10.0;1.0;0.0;10.0;26.0;33.0;3.0;10.0;9.0;0.9111;208.0;1.0;2.0;0.0;0.4074;0.0;0.0;18.8;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.deploy.WarWatcher;5.0;1.0;0.0;7.0;35.0;0.0;1.0;6.0;3.0;0.65;210.0;1.0;1.0;0.0;0.5833;0.0;0.0;40.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.deploy.FileMessageFactory;12.0;1.0;0.0;7.0;61.0;30.0;1.0;6.0;9.0;0.5241;624.0;0.9412;0.0;0.0;0.2727;0.0;0.0;49.5833;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.ClusterDeployer;7.0;1.0;0.0;5.0;7.0;21.0;3.0;3.0;7.0;2.0;7.0;0.0;0.0;0.0;0.3429;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.context.ReplicatedContext$ReplApplContext;9.0;0.0;0.0;6.0;31.0;18.0;1.0;6.0;7.0;0.625;117.0;1.0;0.0;0.0;0.3333;0.0;0.0;11.8889;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.deploy.WarWatcher$WarInfo;8.0;1.0;0.0;1.0;15.0;0.0;1.0;0.0;7.0;0.5238;125.0;1.0;0.0;0.0;0.3438;1.0;1.0;14.25;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.tcp.ReplicationValve;34.0;0.0;0.0;23.0;92.0;285.0;2.0;21.0;21.0;0.8222;939.0;1.0;1.0;0.0;0.1758;0.0;0.0;26.1765;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.ClusterRuleSet;3.0;0.0;0.0;2.0;10.0;1.0;0.0;2.0;3.0;0.0;593.0;1.0;0.0;0.0;0.5556;0.0;0.0;196.3333;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.authenticator.ClusterSingleSignOnListener;1.0;0.0;0.0;3.0;2.0;0.0;1.0;2.0;1.0;2.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.tcp.SimpleTcpCluster;54.0;0.0;0.0;34.0;155.0;983.0;0.0;34.0;42.0;0.9353;1239.0;0.6071;2.0;0.0;0.1119;0.0;0.0;21.4259;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.session.BackupManager;21.0;0.0;0.0;16.0;57.0;128.0;0.0;16.0;18.0;0.85;319.0;1.0;0.0;0.0;0.1929;0.0;0.0;13.8571;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.context.ReplicatedContext;10.0;0.0;0.0;13.0;34.0;21.0;1.0;13.0;6.0;0.8611;192.0;1.0;0.0;0.0;0.3704;0.0;0.0;17.8;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.deploy.FarmWarDeployer;40.0;0.0;0.0;20.0;124.0;562.0;0.0;20.0;30.0;0.8785;1573.0;1.0;1.0;0.0;0.2051;0.0;0.0;37.85;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.deploy.FileChangeListener;2.0;1.0;0.0;2.0;2.0;1.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.deploy.FileMessage;11.0;0.0;0.0;4.0;18.0;43.0;2.0;2.0;11.0;0.9;89.0;1.0;0.0;0.0;0.2576;0.0;0.0;6.4545;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.backend.Proxy;1.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;2.0;12.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.session.DeltaRequest$AttributeInfo;13.0;1.0;0.0;1.0;30.0;28.0;1.0;0.0;13.0;0.4167;184.0;1.0;0.0;0.0;0.2821;1.0;1.0;12.8462;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.backend.CollectedInfo;3.0;1.0;0.0;2.0;23.0;0.0;1.0;1.0;3.0;0.5;176.0;0.3333;0.0;0.0;0.7778;0.0;0.0;55.6667;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.backend.MultiCastSender;4.0;1.0;0.0;4.0;25.0;0.0;1.0;4.0;3.0;0.5833;139.0;0.25;1.0;0.0;0.5556;0.0;0.0;32.75;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.deploy.UndeployMessage;7.0;1.0;0.0;3.0;8.0;5.0;1.0;2.0;7.0;0.8333;47.0;1.0;0.0;0.0;0.4286;0.0;0.0;5.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.ha.session.ReplicatedSessionListener;0.0;1.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StandardServiceSF;2.0;0.0;0.0;10.0;13.0;1.0;0.0;10.0;2.0;2.0;57.0;0.0;0.0;0.0;0.6;0.0;0.0;27.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StandardHostSF;2.0;0.0;0.0;12.0;20.0;1.0;0.0;12.0;2.0;2.0;122.0;0.0;0.0;0.0;0.6;0.0;0.0;60.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.CatalinaClusterSF;2.0;0.0;0.0;10.0;14.0;1.0;0.0;10.0;2.0;2.0;105.0;0.0;0.0;0.0;0.6;0.0;0.0;51.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.GlobalNamingResourcesSF;3.0;0.0;0.0;8.0;21.0;1.0;0.0;8.0;2.0;0.5;116.0;1.0;0.0;0.0;0.625;0.0;0.0;37.3333;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.ManagerSF;5.0;0.0;0.0;9.0;22.0;8.0;0.0;9.0;3.0;0.75;108.0;1.0;0.0;0.0;0.5;0.0;0.0;20.4;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StoreDescription;39.0;1.0;0.0;31.0;44.0;641.0;30.0;1.0;39.0;0.949;266.0;1.0;1.0;0.0;0.3128;0.0;0.0;5.4103;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StandardContextSF;9.0;0.0;0.0;26.0;96.0;24.0;0.0;26.0;3.0;0.375;813.0;1.0;0.0;0.0;0.3594;0.0;0.0;89.2222;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.IStoreFactory;6.0;1.0;0.0;10.0;6.0;15.0;9.0;2.0;6.0;2.0;6.0;0.0;0.0;0.0;0.3333;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.LoaderSF;4.0;0.0;0.0;8.0;24.0;4.0;0.0;8.0;2.0;0.6667;101.0;1.0;0.0;0.0;0.4667;0.0;0.0;24.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StoreContextAppender;7.0;0.0;0.0;5.0;39.0;21.0;0.0;5.0;3.0;2.0;260.0;0.0;0.0;0.0;0.3175;0.0;0.0;36.1429;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.WebResourceRootSF;2.0;0.0;0.0;6.0;14.0;1.0;0.0;6.0;2.0;2.0;132.0;0.0;0.0;0.0;0.6;0.0;0.0;65.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StoreRegistry;14.0;1.0;0.0;24.0;37.0;65.0;21.0;4.0;13.0;0.7564;339.0;1.0;0.0;0.0;0.4231;0.0;0.0;22.7857;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.Constants;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.WrapperListenerSF;3.0;0.0;0.0;7.0;20.0;1.0;0.0;7.0;2.0;0.5;76.0;1.0;0.0;0.0;0.625;0.0;0.0;24.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.JarScannerSF;2.0;0.0;0.0;4.0;5.0;1.0;0.0;4.0;2.0;2.0;22.0;0.0;0.0;0.0;0.6;0.0;0.0;10.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.InterceptorSF;4.0;0.0;0.0;10.0;22.0;4.0;0.0;10.0;3.0;0.6667;116.0;1.0;0.0;0.0;0.6667;0.0;0.0;27.75;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StandardEngineSF;2.0;0.0;0.0;11.0;16.0;1.0;0.0;11.0;2.0;2.0;96.0;0.0;0.0;0.0;0.6;0.0;0.0;47.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.PersistentManagerSF;2.0;0.0;0.0;5.0;6.0;1.0;0.0;5.0;2.0;2.0;30.0;0.0;0.0;0.0;0.6;0.0;0.0;14.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.SenderSF;2.0;0.0;0.0;4.0;5.0;1.0;0.0;4.0;2.0;2.0;22.0;0.0;0.0;0.0;0.6;0.0;0.0;10.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StandardServerSF;3.0;0.0;0.0;9.0;18.0;3.0;0.0;9.0;3.0;2.0;62.0;0.0;0.0;0.0;0.6667;0.0;0.0;19.6667;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StoreConfigLifecycleListener;11.0;1.0;0.0;12.0;36.0;21.0;0.0;12.0;8.0;0.7571;173.0;0.8571;1.0;0.0;0.2667;0.0;0.0;14.0909;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.RealmSF;4.0;0.0;0.0;10.0;24.0;4.0;0.0;10.0;3.0;0.6667;127.0;1.0;0.0;0.0;0.6667;0.0;0.0;30.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StoreAppender;17.0;1.0;2.0;19.0;50.0;128.0;16.0;3.0;14.0;0.75;613.0;1.0;0.0;0.0;0.4306;0.0;0.0;34.9412;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StoreConfig;17.0;1.0;0.0;13.0;56.0;102.0;0.0;13.0;16.0;0.7125;542.0;1.0;1.0;0.0;0.2313;0.0;0.0;30.5882;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.IStoreConfig;11.0;1.0;0.0;7.0;11.0;55.0;2.0;5.0;11.0;2.0;11.0;0.0;0.0;0.0;0.3068;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.NamingResourcesSF;4.0;0.0;0.0;12.0;25.0;4.0;0.0;12.0;3.0;0.6667;119.0;1.0;0.0;0.0;0.6667;0.0;0.0;28.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StoreFileMover;15.0;1.0;0.0;2.0;40.0;53.0;2.0;0.0;14.0;0.7024;346.0;1.0;0.0;0.0;0.6333;0.0;0.0;21.6667;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StoreFactoryBase;12.0;1.0;23.0;30.0;35.0;52.0;23.0;7.0;9.0;0.7636;210.0;1.0;2.0;0.0;0.3068;0.0;0.0;16.0833;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.ConnectorStoreAppender;11.0;0.0;0.0;5.0;54.0;49.0;0.0;5.0;6.0;0.4;513.0;1.0;0.0;0.0;0.4111;0.0;0.0;45.5455;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.WrapperLifecycleSF;3.0;0.0;0.0;7.0;20.0;1.0;0.0;7.0;2.0;0.5;76.0;1.0;0.0;0.0;0.625;0.0;0.0;24.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.WatchedResourceSF;3.0;0.0;0.0;7.0;20.0;1.0;0.0;7.0;2.0;0.5;76.0;1.0;0.0;0.0;0.625;0.0;0.0;24.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.CredentialHandlerSF;4.0;0.0;0.0;9.0;22.0;4.0;0.0;9.0;3.0;0.6667;116.0;1.0;0.0;0.0;0.6667;0.0;0.0;27.75;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StoreFactoryRule;3.0;0.0;0.0;7.0;11.0;1.0;1.0;6.0;2.0;0.5;80.0;1.0;0.0;0.0;0.8889;0.0;0.0;24.3333;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.StoreLoader;12.0;1.0;0.0;7.0;53.0;32.0;1.0;6.0;6.0;0.75;345.0;1.0;1.0;0.0;0.303;0.0;0.0;27.4167;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.ChannelSF;2.0;0.0;0.0;8.0;10.0;1.0;0.0;8.0;2.0;2.0;64.0;0.0;0.0;0.0;0.6;0.0;0.0;31.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.ConnectorSF;5.0;0.0;0.0;7.0;16.0;10.0;0.0;7.0;2.0;2.0;85.0;0.0;0.0;0.0;0.84;0.0;0.0;16.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.storeconfig.SSLHostConfigSF;2.0;0.0;0.0;4.0;6.0;1.0;0.0;4.0;2.0;2.0;24.0;0.0;0.0;0.0;0.6;0.0;0.0;11.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.membership.McastServiceImpl$RecoveryThread;6.0;2.0;0.0;6.0;31.0;0.0;2.0;4.0;5.0;0.4;177.0;0.5;1.0;0.9412;0.6;1.0;1.0;28.1667;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.membership.McastServiceImpl$SenderThread;2.0;2.0;0.0;5.0;16.0;0.0;1.0;5.0;2.0;0.0;97.0;0.0;1.0;0.9846;0.6667;1.0;1.0;46.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.transport.bio.BioSender;10.0;0.0;0.0;10.0;87.0;3.0;1.0;9.0;5.0;0.3333;657.0;1.0;2.0;0.0;0.4815;0.0;0.0;64.1;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.group.interceptors.TcpPingInterceptor$PingThread;2.0;2.0;0.0;3.0;8.0;0.0;1.0;3.0;1.0;0.0;32.0;0.0;1.0;0.9846;0.75;1.0;1.0;14.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.membership.Membership$MbrEntry;4.0;1.0;0.0;3.0;6.0;2.0;2.0;1.0;4.0;0.6667;32.0;1.0;1.0;0.0;0.5;0.0;0.0;6.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.util.ExecutorFactory$TaskQueue;5.0;4.0;0.0;3.0;13.0;0.0;2.0;2.0;5.0;0.625;79.0;0.5;0.0;0.9245;0.45;1.0;1.0;14.4;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.group.RpcChannel$RpcCollectorKey;3.0;1.0;0.0;2.0;5.0;0.0;2.0;0.0;3.0;0.0;44.0;0.0;0.0;0.0;0.5556;1.0;1.0;13.3333;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.Channel;17.0;1.0;0.0;29.0;17.0;136.0;23.0;7.0;17.0;1.0625;30.0;0.0;0.0;0.0;0.1872;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.ByteMessage;6.0;1.0;0.0;1.0;11.0;0.0;1.0;0.0;6.0;0.2;57.0;1.0;0.0;0.0;0.4167;0.0;0.0;8.3333;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.transport.ReceiverBase;79.0;1.0;2.0;14.0;106.0;2829.0;3.0;12.0;75.0;0.9669;725.0;0.9722;4.0;0.0;0.1071;0.0;0.0;7.7215;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.membership.Membership$MemberComparator;4.0;1.0;0.0;3.0;6.0;6.0;1.0;2.0;2.0;1.3333;38.0;1.0;0.0;0.0;0.4375;0.0;0.0;8.25;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.MembershipService;19.0;1.0;0.0;9.0;19.0;171.0;4.0;5.0;19.0;1.0556;21.0;0.0;0.0;0.0;0.1684;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.transport.DataSender;11.0;1.0;0.0;6.0;11.0;55.0;6.0;0.0;11.0;2.0;11.0;0.0;0.0;0.0;0.4848;0.0;0.0;0.0;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.group.interceptors.TwoPhaseCommitInterceptor$MapEntry;2.0;1.0;0.0;3.0;3.0;0.0;1.0;2.0;2.0;0.6667;28.0;0.0;2.0;0.0;0.75;0.0;0.0;11.5;0.0
tomcat;9.0.0.M10;org.apache.catalina.tribes.io.ReplicationStream;8.0;3.0;0.0;2.0;23.0;14.0;1.0;1.0;6.0;0.6429;193.0;0.5;1.0;0.9268;0.3333;1.0;1.0;22.875;0.0
