"classe_origem";"release_anterior";"SYSTEM";"RELEASE";"CLASS";"WMC";"DIT";"NOC";"CBO";"RFC";"LCOM";"CA";"CE";"NPM";"LCOM3";"LOC";"DAM";"MOA";"MFA";"CAM";"IC";"CBM";"AMC";"key_class";"refatoracao"
"org.apache.lucene.analysis.standard.StandardTokenizerConstants";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.analysis.standard.StandardTokenizerConstants";1.0;1.0;0.0;3.0;1.0;0.0;3.0;0.0;0.0;2.0;82.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.StandardTokenizer";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.analysis.standard.StandardTokenizer";15.0;0.0;0.0;10.0;29.0;15.0;2.0;8.0;11.0;0.6;523.0;0.7;3.0;0.0;0.2857;0.0;0.0;33.2;"0.0";"0.0"
"org.apache.lucene.analysis.WhitespaceTokenizer";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.analysis.WhitespaceTokenizer";2.0;0.0;0.0;2.0;4.0;1.0;1.0;1.0;1.0;2.0;13.0;0.0;0.0;0.0;0.6667;0.0;0.0;5.5;"0.0";"0.0"
"org.apache.lucene.analysis.TokenStream";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.analysis.TokenStream";3.0;1.0;2.0;21.0;4.0;3.0;20.0;1.0;3.0;2.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;13333.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.StandardFilter";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.analysis.standard.StandardFilter";3.0;0.0;0.0;6.0;17.0;1.0;2.0;4.0;2.0;0.5;98.0;1.0;0.0;0.0;0.75;0.0;0.0;31.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.Token";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.analysis.standard.Token";3.0;1.0;0.0;3.0;4.0;3.0;3.0;0.0;3.0;14375.0;23.0;0.0;2.0;0.0;0.5;0.0;0.0;4.0;"0.0";"0.0"
"org.apache.lucene.analysis.StopAnalyzer";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.analysis.StopAnalyzer";4.0;0.0;0.0;5.0;8.0;0.0;1.0;4.0;3.0;0.5;174.0;0.5;0.0;0.0;0.5;0.0;0.0;42.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.CharStream";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.analysis.standard.CharStream";12.0;1.0;0.0;3.0;12.0;66.0;3.0;0.0;12.0;2.0;12.0;0.0;0.0;0.0;0.5833;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.TokenMgrError";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.analysis.standard.TokenMgrError";6.0;3.0;0.0;1.0;19.0;15.0;1.0;0.0;4.0;1.12;184.0;0.0;0.0;0.875;0.5;1.0;1.0;288333.0;"0.0";"0.0"
"org.apache.lucene.analysis.de.WordlistLoader";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.analysis.de.WordlistLoader";6.0;1.0;0.0;1.0;22.0;15.0;1.0;0.0;5.0;2.0;101.0;0.0;0.0;0.0;0.25;0.0;0.0;158333.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.StandardAnalyzer";"1.9.0";"lucene";"1.9.0";"org.apache.lucene.analysis.standard.StandardAnalyzer";7.0;0.0;0.0;8.0;15.0;0.0;0.0;8.0;6.0;0.5;67.0;0.5;0.0;0.0;0.3333;0.0;0.0;82857.0;"0.0";"0.0"
"org.apache.lucene.analysis.ISOLatin1AccentFilter";"1.9.0";"lucene";"1.9.0";"org.apache.lucene.analysis.ISOLatin1AccentFilter";3.0;0.0;0.0;3.0;16.0;3.0;0.0;3.0;3.0;2.0;178.0;0.0;0.0;0.0;0.4444;0.0;0.0;583333.0;"0.0";"0.0"
"org.apache.lucene.analysis.KeywordAnalyzer";"1.9.0";"lucene";"1.9.0";"org.apache.lucene.analysis.KeywordAnalyzer";2.0;0.0;0.0;3.0;4.0;1.0;0.0;3.0;2.0;2.0;10.0;0.0;0.0;0.0;0.6667;0.0;0.0;4.0;"0.0";"0.0"
"org.apache.lucene.analysis.WordlistLoader";"1.9.0";"lucene";"1.9.0";"org.apache.lucene.analysis.WordlistLoader";7.0;1.0;0.0;2.0;23.0;21.0;2.0;0.0;6.0;2.0;126.0;0.0;0.0;0.0;0.2;0.0;0.0;17.0;"0.0";"0.0"
"org.apache.lucene.analysis.LengthFilter";"1.9.0";"lucene";"1.9.0";"org.apache.lucene.analysis.LengthFilter";2.0;0.0;0.0;3.0;6.0;0.0;0.0;3.0;2.0;0.0;41.0;0.0;0.0;0.0;0.6667;0.0;0.0;18.5;"0.0";"0.0"
"org.apache.lucene.analysis.standard.StandardTokenizerTokenManager";"1.9.0";"lucene";"1.9.0";"org.apache.lucene.analysis.standard.StandardTokenizerTokenManager";22.0;1.0;0.0;5.0;38.0;153.0;1.0;4.0;7.0;0.8485;3709.0;0.1212;1.0;0.0;0.381;0.0;0.0;1660909.0;"0.0";"0.0"
"org.apache.lucene.analysis.Analyzer";"1.9.0";"lucene";"1.9.0";"org.apache.lucene.analysis.Analyzer";4.0;1.0;6.0;13.0;5.0;6.0;12.0;1.0;4.0;2.0;18.0;0.0;0.0;0.0;0.6667;0.0;0.0;3.5;"0.0";"0.0"
"org.apache.lucene.analysis.KeywordTokenizer";"1.9.0";"lucene";"1.9.0";"org.apache.lucene.analysis.KeywordTokenizer";3.0;0.0;0.0;3.0;10.0;1.0;1.0;2.0;3.0;0.5;63.0;1.0;0.0;0.0;0.6667;0.0;0.0;19.0;"0.0";"0.0"
"org.apache.lucene.analysis.StopFilter";"1.9.0";"lucene";"1.9.0";"org.apache.lucene.analysis.StopFilter";11.0;0.0;0.0;5.0;20.0;49.0;2.0;3.0;11.0;0.5;159.0;1.0;0.0;0.0;0.4242;0.0;0.0;132727.0;"0.0";"0.0"
"org.apache.lucene.analysis.SinkTokenizer";"2.3.0";"lucene";"2.3.0";"org.apache.lucene.analysis.SinkTokenizer";8.0;0.0;0.0;3.0;16.0;0.0;1.0;2.0;8.0;0.4286;102.0;1.0;0.0;0.0;0.3438;0.0;0.0;11.5;"0.0";"0.0"
"org.apache.lucene.analysis.StopAnalyzer$1";"2.3.0";"lucene";"2.3.0";"org.apache.lucene.analysis.StopAnalyzer$1";0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.StopAnalyzer$SavedStreams";"2.3.0";"lucene";"2.3.0";"org.apache.lucene.analysis.StopAnalyzer$SavedStreams";2.0;1.0;0.0;4.0;3.0;1.0;1.0;4.0;0.0;13333.0;15.0;0.3333;3.0;0.0;0.8333;0.0;0.0;5.0;"0.0";"0.0"
"org.apache.lucene.analysis.CharArraySet$CharArraySetIterator";"2.3.0";"lucene";"2.3.0";"org.apache.lucene.analysis.CharArraySet$CharArraySetIterator";6.0;1.0;0.0;1.0;10.0;7.0;1.0;1.0;4.0;0.3333;78.0;0.3333;1.0;0.0;0.5833;0.0;0.0;11.5;"0.0";"0.0"
"org.apache.lucene.analysis.standard.StandardAnalyzer$SavedStreams";"2.3.0";"lucene";"2.3.0";"org.apache.lucene.analysis.standard.StandardAnalyzer$SavedStreams";2.0;1.0;0.0;4.0;3.0;1.0;1.0;3.0;0.0;2.0;10.0;0.0;2.0;0.0;0.75;0.0;0.0;3.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.StandardAnalyzer$1";"2.3.0";"lucene";"2.3.0";"org.apache.lucene.analysis.standard.StandardAnalyzer$1";0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.TokenStream$MethodSupport";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.TokenStream$MethodSupport";3.0;1.0;0.0;1.0;8.0;1.0;1.0;1.0;0.0;0.8;71.0;0.4;0.0;0.0;0.625;0.0;0.0;21.0;"0.0";"0.0"
"org.apache.lucene.analysis.CharacterCache";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.CharacterCache";3.0;1.0;0.0;2.0;5.0;1.0;2.0;0.0;1.0;0.5;40.0;1.0;0.0;0.0;0.5;0.0;0.0;12.0;"0.0";"0.0"
"org.apache.lucene.analysis.CharReader";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.CharReader";8.0;0.0;0.0;3.0;14.0;0.0;2.0;1.0;7.0;0.1429;52.0;1.0;0.0;0.0;0.4063;0.0;0.0;5375.0;"0.0";"0.0"
"org.apache.lucene.analysis.CachingTokenFilter";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.CachingTokenFilter";7.0;0.0;0.0;5.0;19.0;7.0;1.0;4.0;6.0;0.6111;92.0;1.0;1.0;0.0;0.4286;0.0;0.0;117143.0;"0.0";"0.0"
"org.apache.lucene.analysis.CharArraySet$UnmodifiableCharArraySet";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.CharArraySet$UnmodifiableCharArraySet";7.0;0.0;0.0;2.0;9.0;21.0;1.0;2.0;5.0;2.0;40.0;0.0;0.0;0.0;0.2714;0.0;0.0;47143.0;"0.0";"0.0"
"org.apache.lucene.analysis.CharStream";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.CharStream";2.0;2.0;2.0;5.0;3.0;1.0;5.0;0.0;2.0;2.0;5.0;0.0;0.0;0.9091;0.75;0.0;0.0;1.5;"0.0";"0.0"
"org.apache.lucene.analysis.ASCIIFoldingFilter";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.ASCIIFoldingFilter";4.0;0.0;0.0;5.0;14.0;0.0;0.0;5.0;3.0;0.6667;5164.0;0.75;1.0;0.0;0.35;0.0;0.0;1289.0;"0.0";"0.0"
"org.apache.lucene.analysis.TeeSinkTokenFilter$SinkTokenStream";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.TeeSinkTokenFilter$SinkTokenStream";11.0;0.0;0.0;6.0;20.0;39.0;1.0;5.0;3.0;0.625;108.0;1.0;2.0;0.0;0.3333;0.0;0.0;84545.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.OffsetAttributeImpl";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.OffsetAttributeImpl";8.0;0.0;0.0;2.0;10.0;0.0;0.0;2.0;8.0;0.2857;82.0;1.0;0.0;0.0;0.3438;0.0;0.0;9.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.TypeAttributeImpl";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.TypeAttributeImpl";8.0;0.0;0.0;2.0;12.0;0.0;0.0;2.0;8.0;0.5714;60.0;0.5;0.0;0.0;0.375;0.0;0.0;6.25;"0.0";"0.0"
"org.apache.lucene.analysis.TeeSinkTokenFilter";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.TeeSinkTokenFilter";8.0;0.0;0.0;9.0;31.0;6.0;0.0;9.0;7.0;0.5;147.0;1.0;1.0;0.0;0.3571;0.0;0.0;17125.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.PositionIncrementAttribute";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.PositionIncrementAttribute";2.0;1.0;0.0;9.0;2.0;1.0;8.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.TeeTokenFilter";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.TeeTokenFilter";4.0;0.0;0.0;4.0;12.0;2.0;0.0;4.0;2.0;0.7778;58.0;0.0;1.0;0.0;0.4;0.0;0.0;12.75;"0.0";"0.0"
"org.apache.lucene.analysis.BaseCharFilter";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.BaseCharFilter";4.0;0.0;1.0;4.0;11.0;0.0;1.0;3.0;1.0;0.3333;85.0;1.0;0.0;0.0;0.5833;0.0;0.0;20.0;"0.0";"0.0"
"org.apache.lucene.analysis.CharArraySet$1";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.CharArraySet$1";0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.NormalizeCharMap";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.NormalizeCharMap";2.0;1.0;0.0;2.0;14.0;1.0;1.0;1.0;2.0;1.0;81.0;0.0;0.0;0.0;0.75;0.0;0.0;38.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.FlagsAttributeImpl";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.FlagsAttributeImpl";7.0;0.0;0.0;2.0;9.0;0.0;0.0;2.0;7.0;0.0;56.0;1.0;0.0;0.0;0.3571;0.0;0.0;68571.0;"0.0";"0.0"
"org.apache.lucene.analysis.TokenStream$1";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.TokenStream$1";0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.CharArraySet";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.CharArraySet";23.0;3.0;1.0;5.0;34.0;105.0;4.0;3.0;13.0;0.6136;582.0;1.0;0.0;0.5;0.2055;2.0;9.0;241304.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.PayloadAttributeImpl";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.PayloadAttributeImpl";9.0;0.0;0.0;3.0;15.0;0.0;0.0;3.0;9.0;0.125;104.0;1.0;1.0;0.0;0.3611;0.0;0.0;104444.0;"0.0";"0.0"
"org.apache.lucene.analysis.MappingCharFilter";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.MappingCharFilter";8.0;0.0;0.0;5.0;25.0;10.0;0.0;5.0;4.0;0.6;293.0;1.0;1.0;0.0;0.3542;0.0;0.0;35.0;"0.0";"0.0"
"org.apache.lucene.analysis.NumericTokenStream";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.NumericTokenStream";12.0;0.0;0.0;9.0;35.0;0.0;1.0;8.0;11.0;0.6136;389.0;0.5833;3.0;0.0;0.2188;0.0;0.0;304167.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.PositionIncrementAttributeImpl";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.PositionIncrementAttributeImpl";7.0;0.0;0.0;2.0;14.0;0.0;0.0;2.0;7.0;0.0;70.0;1.0;0.0;0.0;0.3571;0.0;0.0;88571.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.PayloadAttribute";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.PayloadAttribute";2.0;1.0;0.0;6.0;2.0;1.0;4.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.FlagsAttribute";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.FlagsAttribute";2.0;1.0;0.0;4.0;2.0;1.0;3.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.OffsetAttribute";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.OffsetAttribute";3.0;1.0;0.0;10.0;3.0;3.0;9.0;1.0;3.0;2.0;3.0;0.0;0.0;0.0;0.6667;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.TeeSinkTokenFilter$1";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.TeeSinkTokenFilter$1";2.0;0.0;0.0;4.0;3.0;1.0;2.0;2.0;1.0;2.0;7.0;0.0;0.0;0.0;0.75;0.0;0.0;2.5;"0.0";"0.0"
"org.apache.lucene.analysis.TokenStream$TokenWrapperAttributeFactory";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.TokenStream$TokenWrapperAttributeFactory";5.0;0.0;0.0;5.0;12.0;0.0;1.0;5.0;3.0;0.0;61.0;1.0;1.0;0.0;0.4;0.0;0.0;11.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.TypeAttribute";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.TypeAttribute";2.0;1.0;0.0;7.0;2.0;1.0;6.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.TermAttributeImpl";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.TermAttributeImpl";19.0;0.0;0.0;3.0;39.0;0.0;0.0;3.0;15.0;0.5667;362.0;0.6;0.0;0.0;0.2593;0.0;0.0;177895.0;"0.0";"0.0"
"org.apache.lucene.analysis.BaseCharFilter$OffCorrectMap";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.BaseCharFilter$OffCorrectMap";2.0;1.0;0.0;1.0;7.0;0.0;1.0;0.0;1.0;0.0;42.0;0.0;0.0;0.0;0.75;0.0;0.0;19.0;"0.0";"0.0"
"org.apache.lucene.analysis.TokenWrapper";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.TokenWrapper";27.0;0.0;0.0;11.0;54.0;0.0;3.0;9.0;25.0;0.0;179.0;0.0;1.0;0.0;0.1944;0.0;0.0;55926.0;"0.0";"0.0"
"org.apache.lucene.analysis.TeeSinkTokenFilter$SinkFilter";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.TeeSinkTokenFilter$SinkFilter";3.0;1.0;1.0;4.0;4.0;3.0;3.0;1.0;3.0;2.0;7.0;0.0;0.0;0.0;0.6667;0.0;0.0;13333.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.TermAttribute";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.tokenattributes.TermAttribute";8.0;1.0;0.0;20.0;8.0;28.0;19.0;1.0;8.0;2.0;8.0;0.0;0.0;0.0;0.4688;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.CharFilter";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.CharFilter";8.0;0.0;1.0;2.0;15.0;0.0;1.0;1.0;6.0;0.1429;48.0;1.0;1.0;0.0;0.4375;0.0;0.0;4875.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.StandardTokenizerImpl";"2.9.2";"lucene";"2.9.2";"org.apache.lucene.analysis.standard.StandardTokenizerImpl";26.0;1.0;0.0;4.0;37.0;201.0;2.0;3.0;10.0;0.9668;742.0;0.7073;0.0;0.0;0.19;0.0;0.0;259615.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.ClassicTokenizerImpl";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.standard.ClassicTokenizerImpl";25.0;1.0;0.0;4.0;36.0;196.0;2.0;3.0;11.0;0.9692;783.0;0.7143;0.0;0.0;0.2143;0.0;0.0;28.64;"0.0";"0.0"
"org.apache.lucene.analysis.CharArrayMap";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.CharArrayMap";36.0;2.0;1.0;10.0;70.0;448.0;8.0;7.0;23.0;0.7766;937.0;0.6364;5.0;0.3673;0.1818;1.0;7.0;247222.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.KeywordAttributeImpl";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.tokenattributes.KeywordAttributeImpl";7.0;0.0;0.0;2.0;10.0;0.0;0.0;2.0;7.0;0.1667;61.0;1.0;0.0;0.0;0.3571;0.0;0.0;75714.0;"0.0";"0.0"
"org.apache.lucene.analysis.ReusableAnalyzerBase$TokenStreamComponents";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.ReusableAnalyzerBase$TokenStreamComponents";4.0;1.0;2.0;11.0;7.0;0.0;9.0;2.0;2.0;0.1667;41.0;1.0;2.0;0.0;0.5;0.0;0.0;8.75;"0.0";"0.0"
"org.apache.lucene.analysis.ReusableAnalyzerBase";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.ReusableAnalyzerBase";5.0;0.0;4.0;7.0;10.0;10.0;4.0;3.0;3.0;2.0;43.0;0.0;0.0;0.0;0.8;0.0;0.0;7.6;"0.0";"0.0"
"org.apache.lucene.analysis.standard.UAX29URLEmailTokenizer";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.standard.UAX29URLEmailTokenizer";31.0;0.0;0.0;9.0;51.0;293.0;0.0;9.0;9.0;0.9142;1045.0;0.8085;4.0;0.0;0.2;0.0;0.0;311935.0;"0.0";"0.0"
"org.apache.lucene.analysis.FilteringTokenFilter";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.FilteringTokenFilter";5.0;0.0;2.0;6.0;10.0;0.0;2.0;4.0;4.0;0.5;70.0;1.0;1.0;0.0;0.5333;0.0;0.0;12.6;"0.0";"0.0"
"org.apache.lucene.analysis.CharArrayMap$EntryIterator";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.CharArrayMap$EntryIterator";11.0;1.0;0.0;4.0;14.0;13.0;1.0;3.0;8.0;0.3;142.0;0.75;1.0;0.0;0.3091;0.0;0.0;115455.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.CharTermAttribute";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.tokenattributes.CharTermAttribute";11.0;1.0;0.0;26.0;11.0;55.0;25.0;1.0;11.0;2.0;11.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.ClassicAnalyzer$1";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.standard.ClassicAnalyzer$1";2.0;0.0;0.0;5.0;6.0;0.0;1.0;5.0;0.0;0.0;25.0;0.0;2.0;0.0;0.5833;0.0;0.0;10.5;"0.0";"0.0"
"org.apache.lucene.analysis.CharArrayMap$EntrySet";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.CharArrayMap$EntrySet";8.0;3.0;0.0;4.0;16.0;8.0;2.0;3.0;6.0;0.2857;86.0;0.5;1.0;0.76;0.375;2.0;10.0;9.5;"0.0";"0.0"
"org.apache.lucene.analysis.CharArrayMap$1";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.CharArrayMap$1";5.0;0.0;0.0;6.0;7.0;10.0;5.0;2.0;4.0;1.0;29.0;0.0;1.0;0.0;0.3333;0.0;0.0;4.6;"0.0";"0.0"
"org.apache.lucene.analysis.CharArrayMap$EmptyCharArrayMap";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.CharArrayMap$EmptyCharArrayMap";7.0;0.0;0.0;3.0;10.0;21.0;1.0;3.0;6.0;2.0;64.0;0.0;0.0;0.0;0.4286;0.0;0.0;81429.0;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.KeywordAttribute";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.tokenattributes.KeywordAttribute";2.0;1.0;0.0;4.0;2.0;1.0;3.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.LimitTokenCountFilter";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.LimitTokenCountFilter";3.0;0.0;0.0;3.0;6.0;0.0;1.0;2.0;3.0;0.25;40.0;1.0;0.0;0.0;0.5556;0.0;0.0;116667.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.ClassicTokenizer";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.standard.ClassicTokenizer";12.0;0.0;0.0;15.0;31.0;6.0;4.0;11.0;10.0;0.8824;316.0;0.4118;5.0;0.0;0.3117;0.0;0.0;239167.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.ClassicFilter";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.standard.ClassicFilter";3.0;0.0;0.0;7.0;10.0;0.0;1.0;6.0;2.0;0.5;116.0;1.0;2.0;0.0;0.75;0.0;0.0;363333.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.ClassicAnalyzer";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.standard.ClassicAnalyzer";9.0;0.0;0.0;13.0;20.0;14.0;1.0;13.0;6.0;0.6563;100.0;0.5;0.0;0.0;0.2813;0.0;0.0;96667.0;"0.0";"0.0"
"org.apache.lucene.analysis.CharArrayMap$UnmodifiableCharArrayMap";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.CharArrayMap$UnmodifiableCharArrayMap";10.0;0.0;1.0;5.0;15.0;45.0;3.0;4.0;8.0;2.0;52.0;0.0;0.0;0.0;0.3167;0.0;0.0;4.2;"0.0";"0.0"
"org.apache.lucene.analysis.KeywordMarkerFilter";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.KeywordMarkerFilter";3.0;0.0;0.0;7.0;11.0;1.0;0.0;7.0;3.0;0.0;61.0;1.0;3.0;0.0;0.5833;0.0;0.0;183333.0;"0.0";"0.0"
"org.apache.lucene.analysis.standard.StandardTokenizerInterface";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.standard.StandardTokenizerInterface";5.0;1.0;0.0;5.0;5.0;10.0;4.0;1.0;5.0;1.25;6.0;0.0;0.0;0.0;0.4667;0.0;0.0;0.0;"0.0";"0.0"
"org.apache.lucene.analysis.CharArrayMap$MapEntry";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.CharArrayMap$MapEntry";6.0;1.0;0.0;4.0;14.0;0.0;1.0;3.0;4.0;0.2;97.0;0.6667;1.0;0.0;0.3889;0.0;0.0;146667.0;"0.0";"0.0"
"org.apache.lucene.analysis.StopwordAnalyzerBase";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.StopwordAnalyzerBase";4.0;0.0;3.0;7.0;11.0;4.0;3.0;4.0;1.0;0.5;49.0;1.0;2.0;0.0;0.375;0.0;0.0;10.75;"0.0";"0.0"
"org.apache.lucene.analysis.tokenattributes.CharTermAttributeImpl";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.tokenattributes.CharTermAttributeImpl";36.0;0.0;1.0;6.0;63.0;0.0;1.0;5.0;33.0;0.5643;741.0;0.75;0.0;0.0;0.1636;0.0;0.0;194722.0;"0.0";"0.0"
"org.apache.lucene.analysis.LimitTokenCountAnalyzer";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.LimitTokenCountAnalyzer";6.0;0.0;0.0;4.0;17.0;0.0;0.0;4.0;6.0;0.2;67.0;1.0;1.0;0.0;0.3889;0.0;0.0;98333.0;"0.0";"0.0"
"org.apache.lucene.analysis.Token$TokenAttributeFactory";"3.1.0";"lucene";"3.1.0";"org.apache.lucene.analysis.Token$TokenAttributeFactory";4.0;0.0;0.0;3.0;10.0;0.0;1.0;3.0;4.0;0.0;49.0;1.0;1.0;0.0;0.4375;0.0;0.0;11.0;"0.0";"0.0"
