"classe_origem";"release_anterior";"SYSTEM";"RELEASE";"CLASS";"WMC";"DIT";"NOC";"CBO";"RFC";"LCOM";"CA";"CE";"NPM";"LCOM3";"LOC";"DAM";"MOA";"MFA";"CAM";"IC";"CBM";"AMC";"key_class";"refatoracao"
"org.apache.log4j.LogMF";"1.2.16";"log4j";"1.2.16";"org.apache.log4j.LogMF";100.0;0.0;0.0;6.0;140.0;4940.0;0.0;6.0;88.0;0.2222;1656.0;0.8333;0.0;0.0;0.2148;0.0;0.0;15.5;"0.0";"1.0"
"org.apache.log4j.jmx.AbstractDynamicMBean";"1.2.16";"log4j";"1.2.16";"org.apache.log4j.jmx.AbstractDynamicMBean";14.0;1.0;4.0;7.0;46.0;79.0;4.0;3.0;11.0;0.8718;253.0;0.3333;0.0;0.0;0.1688;0.0;0.0;168571.0;"0.0";"1.0"
"org.apache.log4j.LogSF";"1.2.16";"log4j";"1.2.16";"org.apache.log4j.LogSF";96.0;0.0;0.0;6.0;130.0;4554.0;0.0;6.0;88.0;0.5263;1421.0;0.5;0.0;0.0;0.2211;0.0;0.0;137813.0;"0.0";"1.0"
"org.apache.log4j.net.JMSAppender";"1.2.17";"log4j";"1.2.17";"org.apache.log4j.net.JMSAppender";30.0;0.0;0.0;5.0;57.0;341.0;0.0;5.0;24.0;0.9151;517.0;0.0;0.0;0.0;0.2867;0.0;0.0;15.8;"0.0";"1.0"
"org.apache.log4j.net.SyslogAppender";"1.2.17";"log4j";"1.2.17";"org.apache.log4j.net.SyslogAppender";22.0;0.0;0.0;8.0;65.0;105.0;0.0;8.0;17.0;0.9568;783.0;0.1875;1.0;0.0;0.2273;0.0;0.0;331364.0;"0.0";"1.0"
"org.apache.log4j.net.SocketHubAppender";"1.2.17";"log4j";"1.2.17";"org.apache.log4j.net.SocketHubAppender";22.0;0.0;0.0;7.0;55.0;129.0;1.0;7.0;17.0;0.8701;338.0;0.8182;3.0;0.0;0.2013;0.0;0.0;138636.0;"0.0";"1.0"
"org.apache.log4j.Priority";"1.2.17";"log4j";"1.2.17";"org.apache.log4j.Priority";13.0;1.0;1.0;22.0;18.0;44.0;22.0;1.0;10.0;0.9667;163.0;0.0;5.0;0.0;0.2833;0.0;0.0;103846.0;"0.0";"1.0"
"org.apache.log4j.LogManager";"1.2.17";"log4j";"1.2.17";"org.apache.log4j.LogManager";13.0;1.0;0.0;22.0;47.0;72.0;11.0;12.0;11.0;0.8214;222.0;0.2857;1.0;0.0;0.1071;0.0;0.0;155385.0;"0.0";"1.0"
"org.apache.log4j.NDC";"1.2.17";"log4j";"1.2.17";"org.apache.log4j.NDC";14.0;1.0;0.0;4.0;44.0;61.0;2.0;2.0;10.0;0.6667;280.0;0.0;0.0;0.0;0.0769;0.0;0.0;187857.0;"0.0";"1.0"
"org.apache.log4j.jdbc.JDBCAppender";"1.2.17";"log4j";"1.2.17";"org.apache.log4j.jdbc.JDBCAppender";23.0;0.0;0.0;7.0;54.0;177.0;0.0;7.0;19.0;0.8081;334.0;1.0;0.0;0.0;0.2464;0.0;0.0;131304.0;"0.0";"1.0"
"org.apache.log4j.net.SMTPAppender";"1.2.17";"log4j";"1.2.17";"org.apache.log4j.net.SMTPAppender";51.0;0.0;0.0;14.0;128.0;1067.0;1.0;14.0;41.0;0.9242;890.0;0.9474;2.0;0.0;0.1471;0.0;0.0;160784.0;"0.0";"1.0"
"org.apache.log4j.PropertyConfigurator";"1.2.17";"log4j";"1.2.17";"org.apache.log4j.PropertyConfigurator";22.0;1.0;0.0;28.0;116.0;205.0;8.0;22.0;11.0;0.9448;1429.0;0.36;2.0;0.0;0.2409;0.0;0.0;628182.0;"0.0";"1.0"
"org.apache.log4j.lf5.viewer.LogBrokerMonitor";"1.2.4";"log4j";"1.2.4";"org.apache.log4j.lf5.viewer.LogBrokerMonitor";105.0;1.0;0.0;55.0;321.0;4900.0;40.0;51.0;22.0;0.9599;2441.0;0.9655;5.0;0.0;0.0724;0.0;0.0;219714.0;"0.0";"1.0"
"org.apache.log4j.net.SocketAppender";"1.3alpha-1";"log4j";"1.3alpha-1";"org.apache.log4j.net.SocketAppender";28.0;0.0;0.0;7.0;61.0;258.0;1.0;7.0;18.0;0.8915;455.0;0.1429;1.0;0.0;0.183;0.0;0.0;14.75;"0.0";"1.0"
"org.apache.log4j.AppenderSkeleton";"1.3alpha-1";"log4j";"1.3alpha-1";"org.apache.log4j.AppenderSkeleton";19.0;1.0;16.0;26.0;33.0;121.0;16.0;10.0;17.0;0.8765;202.0;1.0;6.0;0.0;0.203;0.0;0.0;91579.0;"0.0";"1.0"
"org.apache.log4j.WriterAppender";"1.3alpha-1";"log4j";"1.3alpha-1";"org.apache.log4j.WriterAppender";20.0;0.0;2.0;8.0;41.0;118.0;2.0;6.0;13.0;0.6842;308.0;1.0;1.0;0.0;0.1938;0.0;0.0;14.25;"0.0";"1.0"
"org.apache.log4j.net.SocketNode";"1.3alpha-1";"log4j";"1.3alpha-1";"org.apache.log4j.net.SocketNode";12.0;1.0;0.0;12.0;50.0;20.0;5.0;7.0;8.0;0.8409;306.0;0.75;4.0;0.0;0.2386;0.0;0.0;238333.0;"0.0";"1.0"
"org.apache.log4j.xml.DOMConfigurator";"1.3alpha-1";"log4j";"1.3alpha-1";"org.apache.log4j.xml.DOMConfigurator";31.0;1.0;0.0;21.0;132.0;409.0;1.0;21.0;11.0;0.9906;1706.0;0.0;2.0;0.0;0.1533;0.0;0.0;527742.0;"0.0";"1.0"
"org.apache.log4j.spi.LoggingEvent";"1.3alpha-1";"log4j";"1.3alpha-1";"org.apache.log4j.spi.LoggingEvent";49.0;1.0;0.0;91.0;98.0;906.0;81.0;10.0;43.0;0.9248;764.0;0.6087;5.0;0.0;0.1354;1.0;1.0;141224.0;"0.0";"1.0"
"org.apache.log4j.pattern.PatternConverter";"1.3alpha-6";"log4j";"1.3alpha-6";"org.apache.log4j.pattern.PatternConverter";12.0;0.0;16.0;23.0;17.0;52.0;19.0;4.0;8.0;0.8485;209.0;0.0;2.0;0.0;0.2597;0.0;0.0;159167.0;"0.0";"1.0"
"org.apache.log4j.html.HTMLLayout";"1.3alpha-6";"log4j";"1.3alpha-6";"org.apache.log4j.html.HTMLLayout";20.0;0.0;0.0;7.0;38.0;136.0;0.0;7.0;16.0;0.9028;595.0;0.7692;1.0;0.0;0.2039;0.0;0.0;28.1;"0.0";"1.0"
"org.apache.log4j.Level";"1.3alpha-7";"log4j";"1.3alpha-7";"org.apache.log4j.Level";17.0;1.0;2.0;39.0;30.0;38.0;39.0;0.0;11.0;0.8423;320.0;0.0;8.0;0.0;0.2054;1.0;1.0;165882.0;"0.0";"1.0"
"org.apache.log4j.spi.LoggerRepository";"1.3alpha-7";"log4j";"1.3alpha-7";"org.apache.log4j.spi.LoggerRepository";34.0;1.0;0.0;57.0;34.0;561.0;52.0;9.0;34.0;2.0;34.0;0.0;0.0;0.0;0.1446;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.logging.log4j.status.StatusLogger";"2.0-beta1";"log4j";"2.0-beta1";"org.apache.logging.log4j.status.StatusLogger";21.0;0.0;0.0;12.0;55.0;156.0;4.0;9.0;8.0;0.8333;341.0;0.8889;2.0;0.0;0.2818;0.0;0.0;148095.0;"0.0";"1.0"
"org.apache.logging.log4j.Level";"2.0-rc1";"log4j";"2.0-rc1";"org.apache.logging.log4j.Level";25.0;1.0;0.0;13.0;45.0;192.0;12.0;1.0;22.0;0.9167;345.0;0.3846;9.0;0.0;0.2431;1.0;1.0;12.28;"0.0";"1.0"
"org.apache.logging.log4j.Logger";"2.0-rc1";"log4j";"2.0-rc1";"org.apache.logging.log4j.Logger";126.0;1.0;0.0;15.0;126.0;7875.0;10.0;5.0;126.0;2.0;126.0;0.0;0.0;0.0;0.3671;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.logging.log4j.message.ParameterizedMessage";"2.5";"log4j";"2.5";"org.apache.logging.log4j.message.ParameterizedMessage";42.0;1.0;0.0;5.0;88.0;765.0;4.0;1.0;16.0;0.9695;1184.0;0.625;0.0;0.0;0.1825;1.0;1.0;268095.0;"0.0";"1.0"
"org.apache.logging.log4j.core.config.LoggerConfig";"2.0-beta6";"log4j";"2.0-beta6";"org.apache.logging.log4j.core.config.LoggerConfig";32.0;0.0;3.0;30.0;89.0;324.0;14.0;17.0;23.0;0.8559;677.0;1.0;3.0;0.0;0.1252;0.0;0.0;196875.0;"0.0";"1.0"
"org.apache.logging.log4j.core.impl.ThrowableProxy";"2.0-beta8";"log4j";"2.0-beta8";"org.apache.logging.log4j.core.impl.ThrowableProxy";28.0;2.0;0.0;11.0;96.0;312.0;5.0;7.0;13.0;0.8;1026.0;1.0;3.0;0.4565;0.1389;1.0;3.0;352857.0;"0.0";"1.0"
"org.apache.logging.log4j.core.appender.db.jpa.AbstractLogEventWrapperEntity$NullLogEvent";"2.0-rc1";"log4j";"2.0-rc1";"org.apache.logging.log4j.core.appender.db.jpa.AbstractLogEventWrapperEntity$NullLogEvent";17.0;1.0;0.0;7.0;18.0;136.0;1.0;6.0;15.0;10625.0;52.0;1.0;0.0;0.0;0.3922;0.0;0.0;2.0;"0.0";"1.0"
"org.apache.logging.log4j.core.config.ConfigurationFactory";"2.0-rc1";"log4j";"2.0-rc1";"org.apache.logging.log4j.core.config.ConfigurationFactory";16.0;1.0;3.0;23.0;71.0;78.0;8.0;16.0;7.0;0.95;486.0;0.8333;2.0;0.0;0.1833;0.0;0.0;28625.0;"1.0";"1.0"
"org.apache.logging.log4j.core.appender.AbstractAppender";"2.0-rc1";"log4j";"2.0-rc1";"org.apache.logging.log4j.core.appender.AbstractAppender";15.0;0.0;9.0;26.0;26.0;51.0;17.0;9.0;13.0;0.7429;138.0;1.0;2.0;0.0;0.2222;0.0;0.0;78667.0;"0.0";"1.0"
"org.apache.logging.log4j.core.filter.AbstractFilter";"2.0-rc1";"log4j";"2.0-rc1";"org.apache.logging.log4j.core.filter.AbstractFilter";13.0;1.0;7.0;17.0;17.0;68.0;7.0;10.0;10.0;0.875;71.0;1.0;2.0;0.0;0.2197;0.0;0.0;41538.0;"0.0";"1.0"
"org.apache.logging.log4j.core.LoggerContext";"2.0.2";"log4j";"2.0.2";"org.apache.logging.log4j.core.LoggerContext";35.0;0.0;1.0;37.0;98.0;345.0;17.0;23.0;27.0;0.8064;752.0;0.9167;2.0;0.0;0.1684;0.0;0.0;201429.0;"0.0";"1.0"
"org.apache.logging.log4j.core.util.Closer";"2.0";"log4j";"2.0";"org.apache.logging.log4j.core.util.Closer";13.0;1.0;0.0;6.0;20.0;78.0;6.0;0.0;12.0;2.0;76.0;0.0;0.0;0.0;0.1429;0.0;0.0;48462.0;"0.0";"1.0"
"org.apache.logging.log4j.core.async.AsyncLoggerConfig";"2.4.1";"log4j";"2.4.1";"org.apache.logging.log4j.core.async.AsyncLoggerConfig";11.0;0.0;0.0;17.0;35.0;43.0;7.0;11.0;6.0;0.95;166.0;1.0;1.0;0.0;0.2545;0.0;0.0;139091.0;"0.0";"1.0"
"org.apache.logging.log4j.core.jmx.LoggerContextAdmin";"2.4.1";"log4j";"2.4.1";"org.apache.logging.log4j.core.jmx.LoggerContextAdmin";21.0;2.0;0.0;11.0;87.0;146.0;1.0;11.0;15.0;0.8857;404.0;1.0;1.0;0.2692;0.1929;0.0;0.0;179048.0;"0.0";"1.0"
"org.apache.logging.log4j.core.async.AsyncLogger";"2.4.1";"log4j";"2.4.1";"org.apache.logging.log4j.core.async.AsyncLogger";24.0;0.0;0.0;48.0;90.0;194.0;7.0;46.0;7.0;0.9368;486.0;1.0;3.0;0.0;0.2138;0.0;0.0;187917.0;"0.0";"1.0"
"org.apache.logging.log4j.core.layout.AbstractStringLayout";"2.4.1";"log4j";"2.4.1";"org.apache.logging.log4j.core.layout.AbstractStringLayout";13.0;0.0;7.0;9.0;33.0;70.0;7.0;2.0;2.0;0.875;269.0;1.0;0.0;0.0;0.2917;0.0;0.0;192308.0;"0.0";"1.0"
"org.apache.logging.log4j.core.config.properties.PropertiesConfigurationFactory";"2.5";"log4j";"2.5";"org.apache.logging.log4j.core.config.properties.PropertiesConfigurationFactory";14.0;0.0;0.0;19.0;81.0;91.0;1.0;19.0;3.0;10769.0;1240.0;1.0;0.0;0.0;0.5357;0.0;0.0;87.0;"0.0";"1.0"
"org.apache.logging.log4j.core.jmx.Server";"2.5";"log4j";"2.5";"org.apache.logging.log4j.core.jmx.Server";27.0;1.0;0.0;22.0;86.0;331.0;8.0;22.0;7.0;0.9038;715.0;0.6667;0.0;0.0;0.1923;0.0;0.0;252593.0;"1.0";"1.0"
"org.apache.logging.log4j.core.async.AsyncLoggerDisruptor";"2.5";"log4j";"2.5";"org.apache.logging.log4j.core.async.AsyncLoggerDisruptor";15.0;1.0;0.0;19.0;48.0;37.0;2.0;17.0;5.0;0.8482;325.0;1.0;0.0;0.0;0.2714;0.0;0.0;201333.0;"0.0";"1.0"
"org.apache.logging.log4j.core.layout.PatternLayout";"2.5";"log4j";"2.5";"org.apache.logging.log4j.core.layout.PatternLayout";18.0;0.0;0.0;41.0;52.0;129.0;30.0;14.0;12.0;0.9321;281.0;0.6923;5.0;0.0;0.1869;0.0;0.0;138889.0;"1.0";"1.0"
"org.apache.xerces.dom.CharacterDataImpl";"1.0.0";"xerces";"1.0.0";"org.apache.xerces.dom.CharacterDataImpl";11.0;0.0;2.0;6.0;25.0;55.0;2.0;4.0;10.0;1.05;220.0;0.5;1.0;0.0;0.4773;0.0;0.0;188182.0;"0.0";"1.0"
"org.apache.xerces.readers.XMLEntityHandler";"1.0.0";"xerces";"1.0.0";"org.apache.xerces.readers.XMLEntityHandler";18.0;1.0;0.0;20.0;18.0;153.0;19.0;1.0;18.0;10588.0;59.0;0.0;0.0;0.0;0.2963;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.xerces.framework.XMLParser";"1.0.0";"xerces";"1.0.0";"org.apache.xerces.framework.XMLParser";131.0;1.0;2.0;31.0;285.0;7213.0;8.0;26.0;83.0;0.9455;3568.0;1.0;22.0;0.0;0.0955;0.0;0.0;257328.0;"0.0";"1.0"
"org.apache.xerces.dom.ElementImpl";"1.0.0";"xerces";"1.0.0";"org.apache.xerces.dom.ElementImpl";30.0;0.0;1.0;11.0;74.0;207.0;7.0;8.0;27.0;0.8793;622.0;0.8333;1.0;0.0;0.34;0.0;0.0;195333.0;"0.0";"1.0"
"org.apache.xerces.readers.AbstractCharReader";"1.0.4";"xerces";"1.0.4";"org.apache.xerces.readers.AbstractCharReader";33.0;0.0;2.0;15.0;70.0;98.0;3.0;13.0;20.0;0.5813;3004.0;1.0;2.0;0.0;0.1875;0.0;0.0;897273.0;"0.0";"1.0"
"org.apache.xerces.dom.ChildAndParentNode";"1.0.4";"xerces";"1.0.4";"org.apache.xerces.dom.ChildAndParentNode";27.0;0.0;3.0;29.0;73.0;123.0;18.0;13.0;14.0;0.7418;1032.0;0.8571;3.0;0.0;0.1991;0.0;0.0;36963.0;"0.0";"1.0"
"org.apache.xerces.framework.XMLDocumentScanner$EventHandler";"1.0.4";"xerces";"1.0.4";"org.apache.xerces.framework.XMLDocumentScanner$EventHandler";18.0;1.0;0.0;7.0;18.0;153.0;6.0;1.0;18.0;2.0;18.0;0.0;0.0;0.0;0.3241;0.0;0.0;0.0;"0.0";"1.0"
"org.xml.sax.helpers.ParserAdapter";"1.0.4";"xerces";"1.0.4";"org.xml.sax.helpers.ParserAdapter";30.0;1.0;0.0;0.0;88.0;249.0;0.0;0.0;24.0;0.8966;838.0;0.7368;9.0;0.0;0.1267;0.0;0.0;26.3;"0.0";"1.0"
"org.apache.xerces.utils.regex.RegularExpression";"1.0.4";"xerces";"1.0.4";"org.apache.xerces.utils.regex.RegularExpression";53.0;1.0;0.0;20.0;144.0;1166.0;2.0;20.0;20.0;0.9123;6493.0;0.0938;6.0;0.0;0.1923;1.0;1.0;1209057.0;"0.0";"1.0"
"org.xml.sax.helpers.XMLFilterImpl";"1.0.4";"xerces";"1.0.4";"org.xml.sax.helpers.XMLFilterImpl";36.0;1.0;0.0;0.0;69.0;380.0;0.0;0.0;35.0;0.8571;394.0;1.0;6.0;0.0;0.1259;0.0;0.0;97778.0;"0.0";"1.0"
"org.apache.xerces.framework.XMLDTDScanner$EventHandler";"1.0.4";"xerces";"1.0.4";"org.apache.xerces.framework.XMLDTDScanner$EventHandler";34.0;1.0;0.0;3.0;34.0;561.0;2.0;1.0;34.0;2.0;34.0;0.0;0.0;0.0;0.3529;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.xerces.validators.common.XMLValidator";"1.0.4";"xerces";"1.0.4";"org.apache.xerces.validators.common.XMLValidator";112.0;1.0;0.0;46.0;254.0;2506.0;17.0;42.0;57.0;0.9391;6840.0;0.9474;28.0;0.0;0.0991;0.0;0.0;590536.0;"0.0";"1.0"
"org.apache.xerces.readers.StreamingCharReader";"1.0.4";"xerces";"1.0.4";"org.apache.xerces.readers.StreamingCharReader";34.0;0.0;0.0;13.0;74.0;61.0;1.0;13.0;21.0;0.6808;2845.0;1.0;2.0;0.0;0.1717;0.0;0.0;822353.0;"0.0";"1.0"
"org.apache.xerces.readers.DefaultEntityHandler";"1.0.4";"xerces";"1.0.4";"org.apache.xerces.readers.DefaultEntityHandler";62.0;1.0;0.0;21.0;130.0;899.0;10.0;14.0;39.0;0.8649;2129.0;0.8621;12.0;0.0;0.1371;0.0;0.0;32871.0;"0.0";"1.0"
"org.apache.xerces.utils.StringPool";"1.0.4";"xerces";"1.0.4";"org.apache.xerces.utils.StringPool";39.0;1.0;0.0;59.0;59.0;155.0;56.0;4.0;34.0;0.8684;2942.0;0.9375;2.0;0.0;0.3376;0.0;0.0;736154.0;"0.0";"1.0"
"org.apache.xerces.validators.schema.TraverseSchema";"1.2.2";"xerces";"1.2.2";"org.apache.xerces.validators.schema.TraverseSchema";67.0;1.0;0.0;29.0;212.0;1207.0;2.0;28.0;9.0;0.7722;8985.0;0.9643;10.0;0.0;0.1515;0.0;0.0;1326866.0;"0.0";"1.0"
"org.apache.xerces.readers.UCSReader";"1.2.3";"xerces";"1.2.3";"org.apache.xerces.readers.UCSReader";31.0;0.0;0.0;15.0;60.0;95.0;1.0;14.0;24.0;0.8137;2567.0;0.6471;3.0;0.0;0.1889;0.0;0.0;812581.0;"0.0";"1.0"
"org.apache.xml.serialize.Printer";"1.3.0";"xerces";"1.3.0";"org.apache.xml.serialize.Printer";18.0;1.0;1.0;6.0;28.0;47.0;5.0;1.0;18.0;0.7206;360.0;1.0;1.0;0.0;0.179;0.0;0.0;185556.0;"0.0";"1.0"
"org.apache.xerces.validators.datatype.IDDatatypeValidator";"1.3.0";"xerces";"1.3.0";"org.apache.xerces.validators.datatype.IDDatatypeValidator";10.0;0.0;0.0;8.0;31.0;33.0;1.0;7.0;7.0;0.8571;195.0;0.7143;2.0;0.0;0.2444;0.0;0.0;17.8;"0.0";"1.0"
"org.apache.xerces.validators.datatype.IDREFDatatypeValidator";"1.3.1";"xerces";"1.3.1";"org.apache.xerces.validators.datatype.IDREFDatatypeValidator";11.0;0.0;0.0;8.0;38.0;35.0;1.0;7.0;7.0;0.8333;253.0;0.6667;2.0;0.0;0.2323;0.0;0.0;211818.0;"0.0";"1.0"
"org.apache.xerces.validators.datatype.QNameDatatypeValidator";"1.3.1";"xerces";"1.3.1";"org.apache.xerces.validators.datatype.QNameDatatypeValidator";9.0;0.0;0.0;6.0;34.0;30.0;1.0;5.0;7.0;0.6691;718.0;1.0;2.0;0.0;0.2857;0.0;0.0;768889.0;"0.0";"1.0"
"org.apache.xerces.validators.datatype.AbstractStringValidator";"1.4.1";"xerces";"1.4.1";"org.apache.xerces.validators.datatype.AbstractStringValidator";19.0;0.0;6.0;15.0;44.0;153.0;10.0;5.0;5.0;0.9608;5165.0;0.4118;0.0;0.0;0.2292;0.0;0.0;2699474.0;"0.0";"1.0"
"org.apache.xerces.framework.XMLDocumentScanner";"1.4.2";"xerces";"1.4.2";"org.apache.xerces.framework.XMLDocumentScanner";47.0;1.0;0.0;23.0;111.0;677.0;7.0;17.0;18.0;0.9447;2580.0;0.0702;15.0;0.0;0.1507;0.0;0.0;526809.0;"0.0";"1.0"
"org.apache.xerces.dom.DocumentImpl";"1.4.2";"xerces";"1.4.2";"org.apache.xerces.dom.DocumentImpl";73.0;0.0;3.0;52.0;182.0;2200.0;47.0;25.0;57.0;0.9444;1579.0;0.9375;2.0;0.0;0.1333;0.0;0.0;20411.0;"0.0";"1.0"
"javax.xml.parsers.SAXParserFactory";"1.4.3";"xerces";"1.4.3";"javax.xml.parsers.SAXParserFactory";12.0;1.0;1.0;0.0;40.0;52.0;0.0;0.0;8.0;0.8788;267.0;0.8333;0.0;0.0;0.4545;0.0;0.0;20.75;"0.0";"1.0"
"org.w3c.dom.Document";"1.4.4";"xerces";"1.4.4";"org.w3c.dom.Document";26.0;1.0;0.0;0.0;26.0;325.0;0.0;0.0;26.0;2.0;26.0;0.0;0.0;0.0;0.4327;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.xerces.parsers.SAXParser";"1.4.4";"xerces";"1.4.4";"org.apache.xerces.parsers.SAXParser";49.0;0.0;1.0;10.0;124.0;892.0;2.0;8.0;41.0;0.9;1384.0;1.0;6.0;0.0;0.1319;0.0;0.0;270408.0;"0.0";"1.0"
"org.apache.xerces.parsers.DOMParser";"1.4.4";"xerces";"1.4.4";"org.apache.xerces.parsers.DOMParser";63.0;0.0;1.0;27.0;227.0;829.0;6.0;21.0;42.0;0.8695;5933.0;0.9063;6.0;0.0;0.1521;0.0;0.0;926667.0;"0.0";"1.0"
"org.apache.xerces.dom.EntityReferenceImpl";"1.4.4";"xerces";"1.4.4";"org.apache.xerces.dom.EntityReferenceImpl";10.0;0.0;1.0;6.0;28.0;43.0;2.0;5.0;9.0;0.9444;113.0;0.5;0.0;0.0;0.325;0.0;0.0;10.1;"0.0";"1.0"
"javax.xml.parsers.DocumentBuilderFactory";"2.0.0";"xerces";"2.0.0";"javax.xml.parsers.DocumentBuilderFactory";17.0;1.0;1.0;0.0;22.0;100.0;0.0;0.0;16.0;0.875;100.0;1.0;0.0;0.0;0.3676;0.0;0.0;45294.0;"0.0";"1.0"
"org.apache.xerces.impl.xs.SchemaGrammar";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.impl.xs.SchemaGrammar";29.0;1.0;0.0;36.0;47.0;294.0;20.0;16.0;20.0;0.9152;559.0;0.5;13.0;0.0;0.1238;0.0;0.0;174483.0;"0.0";"1.0"
"org.apache.xerces.dom.TreeWalkerImpl";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.dom.TreeWalkerImpl";23.0;1.0;0.0;1.0;32.0;115.0;1.0;0.0;15.0;0.6182;588.0;0.2;3.0;0.0;0.3217;0.0;0.0;243478.0;"0.0";"1.0"
"org.apache.xerces.impl.xs.XSComplexTypeDecl";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.impl.xs.XSComplexTypeDecl";15.0;1.0;0.0;15.0;25.0;45.0;10.0;6.0;14.0;0.9248;342.0;0.1579;5.0;0.0;0.3778;0.0;0.0;205333.0;"0.0";"1.0"
"org.apache.xerces.util.XMLStringBuffer";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.util.XMLStringBuffer";11.0;0.0;0.0;7.0;15.0;53.0;6.0;1.0;11.0;0.75;177.0;0.5;0.0;0.0;0.3333;0.0;0.0;149091.0;"0.0";"1.0"
"org.apache.xerces.dom.CoreDocumentImpl";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.dom.CoreDocumentImpl";86.0;0.0;1.0;49.0;180.0;3281.0;45.0;23.0;56.0;0.9504;1588.0;0.8571;3.0;0.0;0.1157;0.0;0.0;173023.0;"0.0";"1.0"
"org.apache.xerces.dom.DeferredDocumentImpl";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.dom.DeferredDocumentImpl";70.0;0.0;0.0;25.0;122.0;1839.0;15.0;24.0;51.0;0.8935;3048.0;0.9565;0.0;0.0;0.1964;0.0;0.0;422143.0;"0.0";"1.0"
"org.apache.xerces.impl.validation.ValidationState";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.impl.validation.ValidationState";21.0;1.0;0.0;15.0;34.0;102.0;11.0;4.0;20.0;0.8389;209.0;1.0;3.0;0.0;0.275;0.0;0.0;85238.0;"0.0";"1.0"
"org.apache.xerces.dom.RangeImpl";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.dom.RangeImpl";55.0;1.0;0.0;5.0;96.0;473.0;1.0;5.0;26.0;0.7989;2658.0;0.0;7.0;0.0;0.2465;0.0;0.0;470727.0;"0.0";"1.0"
"javax.xml.parsers.SAXParser";"2.0.0";"xerces";"2.0.0";"javax.xml.parsers.SAXParser";17.0;1.0;1.0;0.0;37.0;136.0;0.0;0.0;16.0;2.0;254.0;0.0;0.0;0.0;0.3088;0.0;0.0;139412.0;"0.0";"1.0"
"org.apache.xerces.dom.DOMImplementationImpl";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.dom.DOMImplementationImpl";12.0;1.0;2.0;21.0;30.0;64.0;5.0;17.0;11.0;0.9091;209.0;0.0;1.0;0.0;0.2909;0.0;0.0;163333.0;"0.0";"1.0"
"org.apache.xerces.impl.xs.traversers.XSDHandler";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.impl.xs.traversers.XSDHandler";27.0;1.0;0.0;49.0;135.0;149.0;18.0;45.0;4.0;0.8695;3673.0;0.6721;22.0;0.0;0.1559;0.0;0.0;1327778.0;"0.0";"1.0"
"org.apache.xerces.xni.parser.XMLParserConfiguration";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.xni.parser.XMLParserConfiguration";19.0;1.0;0.0;22.0;19.0;171.0;13.0;9.0;19.0;2.0;19.0;0.0;0.0;0.0;0.1491;0.0;0.0;0.0;"0.0";"1.0"
"org.w3c.dom.Node";"2.0.0";"xerces";"2.0.0";"org.w3c.dom.Node";25.0;1.0;0.0;0.0;25.0;300.0;0.0;0.0;25.0;10417.0;37.0;0.0;0.0;0.0;0.33;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.xml.serialize.OutputFormat";"2.0.0";"xerces";"2.0.0";"org.apache.xml.serialize.OutputFormat";48.0;1.0;0.0;12.0;63.0;912.0;10.0;2.0;48.0;0.9071;598.0;1.0;1.0;0.0;0.2202;0.0;0.0;110625.0;"0.0";"1.0"
"org.apache.xml.serialize.XMLSerializer";"2.0.0";"xerces";"2.0.0";"org.apache.xml.serialize.XMLSerializer";31.0;0.0;0.0;12.0;139.0;409.0;2.0;10.0;23.0;0.9061;2212.0;1.0;2.0;0.0;0.1667;0.0;0.0;70.0;"1.0";"1.0"
"org.apache.xerces.dom.AttrImpl";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.dom.AttrImpl";39.0;0.0;2.0;14.0;95.0;461.0;10.0;5.0;25.0;0.8224;1108.0;0.75;1.0;0.0;0.1784;0.0;0.0;273077.0;"0.0";"1.0"
"org.apache.xerces.dom.DocumentTypeImpl";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.dom.DocumentTypeImpl";17.0;0.0;1.0;10.0;29.0;88.0;7.0;4.0;16.0;0.8438;205.0;0.875;3.0;0.0;0.3824;0.0;0.0;105882.0;"0.0";"1.0"
"org.apache.xerces.parsers.BasicParserConfiguration";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.parsers.BasicParserConfiguration";21.0;0.0;1.0;16.0;47.0;182.0;2.0;14.0;15.0;0.9867;332.0;1.0;5.0;0.0;0.1259;0.0;0.0;140952.0;"0.0";"1.0"
